id,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/title,http://dbpedia.org/ontology/episodeNumber,entityUrl,http://dbpedia.org/ontology/releaseDate,https://www.scads.de/movieBenchmark/ontology/job,https://www.scads.de/movieBenchmark/ontology/name,https://www.scads.de/movieBenchmark/ontology/status,https://www.scads.de/movieBenchmark/ontology/company_type
2189,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4731458guestStars1,,guestStars,Roope Mokka,,
2190,1,,,7,https://www.scads.de/movieBenchmark/resource/TVDB/episode6444094,2016-12-11,,,,
2191,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186504guestStars3,,guestStars,Affion Crockett,,
2192,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295343guestStars7,,guestStars,Bruce Beaton,,
2193,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19611dir0,,director,Ted Demme,,
2194,1,Monty is avoiding taking a bath and wonders if you really need to get wet to get clean.,Bath Night,56,https://www.scads.de/movieBenchmark/resource/TVDB/episode6198834,2017-07-17,,,,
2195,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186526guestStars17,,guestStars,Moon Unit Za,,
2196,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295341guestStars2,,guestStars,Wayne Best,,
2197,1,"In a classic retelling of W. W. Jacobs' The Monkey's Paw, an unpopular kid steals a gorilla's paw in order to be a part of a secret club, and discovers that the gorilla's paw can grant wishes with twisted results.",Gorilla's Paw,11,https://www.scads.de/movieBenchmark/resource/TVDB/episode117791,1993-11-20,,,,
2198,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode431068directors0,,directors,Geoffrey Cawthorn,,
2199,1,"Thinking of the reminiscene with Seohyeon, Jihoo gets depressed. While Jandi is comforting him, Jihoo kisses Jandi. Junpyo bursts with rage and jealousy, and returns to Seoul alone. He announces that he is going to dismiss Jihoo from F4 and expel Jandi from school. However, the unexpected supporter Junhee, the sister of Junpyo, appears in front of the two.",Episode 6,6,https://www.scads.de/movieBenchmark/resource/TVDB/episode699141,2009-01-20,,,,
2200,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19628guestStars4,,guestStars,Rhonda Overby,,
2201,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode257396guestStars0,,guestStars,Phil Chambers,,
2202,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295430guestStars1,,guestStars,Kari Matchett,,
2203,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19680guestStars9,,guestStars,John Lumia,,
2204,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5325616dir0,,director,Akiyuki Shimbou,,
2205,2,"Larry David and his wife purchase a new oceanfront home owned by a television star's agent. Meanwhile, Larry shocks his wife and friends by deciding to take a job as a car salesman.",The Car Salesman,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode186504,2001-09-23,,,,
2206,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person2512,,actor,Lani Kai,,
2207,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode335172guestStars1,,guestStars,Carla Jeffery,,
2208,2,"'The horrific story of killers Allan Baker and Kevin Crump who began their murderous spree in rural NSW by killing a complete stranger for $20, a packet of cigarettes and a couple of litres of petrol. They then kidnapping Virginia Morse, a young mother of three, raped and tortured her as they drove to Queensland. Virginia's torture ended there when she was tied to a tree and shot.In the wake of their 1973 trial, the Australian public was left to ponder whether the two men were insane, or, even more chilling, whether their deeds were the result of rational minds gone astray. Shortcomings in Australian Criminal law were exposed because as Virginia Morse was killed in Queensland, New South Wales authorities could not charge the pair with her murder. Not wanting to extradite the two men, New South Wales police chose to charge them with conspiracy to murder Virginia Morse. Fortunately the New South Wales prosecutors didn't have to rely only on the Morse allegations. Their list of crimes also included the murder of Ian Lamb, the stranger, as well as wounding a policeman, as well as car theft.",No Mercy: The Killing of Virginia Morse,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode369656,2008-03-27,,,,
2209,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person509210,,actor,Diane Lane,,
2210,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4500041guestStars2,,guestStars,Christoph Waltz,,
2211,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode428829guestStars0,,guestStars,David de Lautour,,
2212,1,"The elusive Nam Sang Tae prepares to flee the country, but the police are determined not to let him get away this time. A 911 call brings the Golden Time Team to a hostage situation on a rooftop.",The Whisper of the Devil (3),11,https://www.scads.de/movieBenchmark/resource/TVDB/episode5948186,2017-02-25,,,,
2213,6,"Ballard and Munch catch a case involving the death of a prominent businesswoman. Pembleton and Bayliss catch a similar case. Both deaths might be the suicides they appear to be, but as the detectives begin their investigations the facts reveal otherwise. Lewis attends his disciplinary hearing and receives his punishment and is allowed to return to duty in the Homicide unit. Falsone and Lewis investigate another Mahoney related death. The situation within the Mahoney organization may be getting out of control as jury selection begins in the civil suit. The judge dismisses the civil suit, just as he told Kellerman tbat he would. Kellerman confronts him after the trial about the FBI's investigation in front of several witnesses. Bayliss joins Ballard for dinner and he reveals some of his secrets.",Secrets,20,https://www.scads.de/movieBenchmark/resource/TVDB/episode19693,1998-04-17,,,,
2214,1,"When Rachel bumps into an ex-juror, she is shocked to discover that the woman had an affair with Nick in the middle of a trial - and a desperately worried Nick does everything in his power to persuade Rachel to keep the knowledge to herself. After a current investigation throws up similarities to Veronica's murder, Janet tells Geoff Hastings that they could be one step closer to bringing his sister's killer to justice. But when Rachel stumbles across some new facts in the case, she realises that Janet is in terrible danger. Can she get the information to Janet in time?",Faultlines,5,https://www.scads.de/movieBenchmark/resource/TVDB/episode4118956,2011-06-26,,,,
2215,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19685directors0,,directors,Uli Edel,,
2216,4,"Rusty begins to indoctrinate Dean into his career as a super scientist, not knowing that a deformed and believed aborted Dean clone stalks the compound. The deformed clone's attempt to kill Dean leads to a mix up with Hank thinking that he's killed his brother, while local police prepare to raid the Compound after a UPS delivery man suspects illegal activities going on.",Perchance to Dean,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode1248441,2009-11-01,,,,
2217,3,,Episode 3,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode7071233,2019-03-15,,,,
2218,4,Frank and Claire adjust to their new reality. The search for Frank's running mate begins. Frank starts a campaign to weaken Conway's strong support.,Chapter 46,7,https://www.scads.de/movieBenchmark/resource/TVDB/episode5440808,2016-03-04,,,,
2219,3,,Episode 2,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode7043441,2019-03-08,,,,
2220,2,"The case of the Mengel family, who appeared to be living the American Dream. However, beneath the surface, Kevin and Morgan were trying to hide secrets of lust, betrayal and ultimately murder",The Cheating Type,13,https://www.scads.de/movieBenchmark/resource/TVDB/episode5147406,2015-02-28,,,,
2221,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19652directors0,,directors,Ted Demme,,
2222,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19662guestStars4,,guestStars,Rich Gordon,,
2223,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode81677guestStars0,,guestStars,T. Ryder Smith,,
2224,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186494guestStars4,,guestStars,Mina Kolb,,
2225,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode301209guestStars0,,guestStars,Susie Essman,,
2226,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14117guestStars4,,guestStars,Gladys Cooper,,
2227,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode377475dir0,,director,Christopher McCulloch as Jackson Publick,,
2228,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6973007directors0,,directors,Daniel Sackheim,,
2229,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19696guestStars6,,guestStars,Tony Hill,,
2230,1,,,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode1065651,1972-02-13,,,,
2231,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5829529writers0,,writers,Jeremy Bronson,,
2232,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14127dir0,,director,Gerald Mayer,,
2233,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19644dir0,,director,John McNaughton,,
2234,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4592329directors0,,directors,Cary Fukunaga,,
2235,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186522guestStars3,,guestStars,Julie Payne,,
2236,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19612guestStars2,,guestStars,Mary B. Ward,,
2237,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode428829writers0,,writers,Stephen Tolkin,,
2238,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19646guestStars4,,guestStars,The Reverend Horton Heat,,
2239,4,"Mike visits a Chicken Farm to see how eggs make it to the store. There, he finds out that 1.4 million chickens equal a lot of poo, which he gets the chance to clean. Later, Mike learns how dirty dirt becomes clean dirt as he sterilizes soil in Oklahoma.",Egg Farm,22,https://www.scads.de/movieBenchmark/resource/TVDB/episode406091,2008-11-18,,,,
2240,2,"After Thomas Yeager hires Archie because he believes he's being followed, he winds up dead at a construction site. Wolfe and Archie's investigations show that the victim had many lovers.",Too Many Clients (2),10,https://www.scads.de/movieBenchmark/resource/TVDB/episode298418,2002-06-09,,,,
2241,0,,Christmas Special - Su Pollard,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4309648,,,,,
2242,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4575732guestStars0,,guestStars,Sasu Laukkonen,,
2243,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4741197directors0,,directors,John Coles,,
2244,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19678guestStars1,,guestStars,Sam Waterston,,
2245,2,,The Jonah Stone,24,https://www.scads.de/movieBenchmark/resource/TVDB/episode14168,1961-04-03,,,,
2246,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186529guestStars7,,guestStars,Kim Whitley,,
2247,5,"The new Chief Medical Examiner (CME), Julianna Cox, speeds into town. An FBI agent, Pandolfi, conducts interviews with the squad about Kellerman. Frank looks for way to celebrate his anniversary with his wife. The new CME arrives on the scene of a homicide that Lewis and Bayliss are working on, they lay down their respective ground rules. Bayliss' murderer confesses to committing another crime. Kellerman is worried by the ongoing investigation and takes it out on another arson officer. Brodie offers to make chili for the Lewis family but the dinner turns into a fight for Meldrick and his wife. From a suggestion by Frank, Bayliss and Lewis get the other body exhumed and checked out. Frank and Mary celebrate their anniversary. Bayliss gains some insight into the new CME.","M.E., Myself and I",5,https://www.scads.de/movieBenchmark/resource/TVDB/episode19656,1996-11-01,,,,
2248,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19661writers0,,writers,Matt Witten,,
2249,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode298559guestStars1,,guestStars,Aleks Holtz,,
2250,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19619guestStars6,,guestStars,Meg Kelly,,
2251,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295421guestStars3,,guestStars,David Schurmann,,
2252,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1708561directors0,,directors,Jürgen Goslar,,
2253,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6453693guestStars1,,guestStars,Tamala Jones,,
2254,2,"Maya and Jimmy get pulled into a school fundraiser where Maya makes a new friend and Jimmy discovers the benefits of being tall. Ray, tired of being the responsible sibling, explores his reckless side with JJ and Dylan; and Kenneth tries to win over a crowd with his DJ skills.",THE H-U-S-- HUSTLE,12,https://www.scads.de/movieBenchmark/resource/TVDB/episode6453692,2018-01-10,,,,
2255,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186526guestStars12,,guestStars,Joseph Rosenberg,,
2256,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295343guestStars2,,guestStars,Steve Cumyn,,
2257,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19680guestStars4,,guestStars,Tom Teti,,
2258,4,Mike heads to an Oklahoma wind farm and learns that going green sometimes means you've got to get brown first. Then he heads to Kentucky to clean out a sinkhole that some have unfortunately turned into a garbage dump.,Wind Farm Technician,13,https://www.scads.de/movieBenchmark/resource/TVDB/episode367793,2008-06-02,,,,
2259,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19621guestStars9,,guestStars,Jay Hilmer,,
2260,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4111630dir0,,director,Sarah Pia Anderson,,
2261,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6344212guestStars1,,guestStars,Felix Avitia,,
2262,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19643writers1,,writers,Tom Fontana,,
2263,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode255695directors0,,directors,Nick Wood,,
2264,1,"When a dead body falls out of a supposed victim's closet, Jin Hyuk and Kwon Joo realize the case goes much deeper than they had initially expected.",The Secret of the Trash House - Eyes Inside the Wall (2),7,https://www.scads.de/movieBenchmark/resource/TVDB/episode5948181,2017-02-11,,,,
2265,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode311959guestStars0,,guestStars,Mia Barron,,
2266,1,"A women arrives at the brownstone to say that Wolfe's long-lost adopted daughter has been falsely accused of robbery and needs his help. By the time Archie arrives at the scene - the fencing studio where she works - her name has been cleared in the robbery, but there is a fresh case to investigate. And another muder on the way. .",Over My Dead Body (2),12,https://www.scads.de/movieBenchmark/resource/TVDB/episode295429,2001-07-15,,,,
2267,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295437guestStars0,,guestStars,Lindy Booth,,
2268,1,"While Hitagi is off to Oshino for advice, Koyomi learns more about Mayoi's life. When Hitagi finally returns, she reveals some information that surprises Koyomi.",Mayoi Snail - Part 3,5,https://www.scads.de/movieBenchmark/resource/TVDB/episode935411,2009-07-31,,,,
2269,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19630guestStars2,,guestStars,Margaret Trigg,,
2270,3,"Kaiki realizes that he failed to deceive Nadeko because she never trusted him at all, and because she was previously deceived by Ougi into claiming the charm and becoming a god. Nadeko unleashes a swarm of snakes onto the entire Polar Snake Shrine, immobilizing Kaiki. Believing that he was sent by Koyomi, she contemplates killing his sisters, Kanbaru, Hanekawa and Mayoi as well to punish him, until Kaiki reveals that he found out her secret aspiration to become a manga artist, as many drawings were hidden in her private closet. Embarassed for having her secret revealed, Nadeko starts punching and kicking Kaiki as he tries to persuade her. He claims that eventually her parents will open the closet as well and find out about her secret, unless she renounces her godhood and returns home. After convincing her that she should forget about Koyomi entirely and pursue her true ambitions instead, she agrees to get deceived again. Kaiki implants a fake slug apparition into her body to have her uncounscious during the exorcism, but he's interrupted by Koyomi rushing into the shrine. Claiming that he was sent by Gaen as a professional to deal with Nadeko, Kaiki extracts the snake charm from her body and returns it to him. Kaiki also instructs Koyomi to cut all connections with Nadeko for her sake, as she must move on with her life by herself - his relationship and romance with her would only make her an useless human being. After calling Hitagi and confirming that his job is done, Kaiki bids farewell to her and realizes that the secret message at his hotel was sent by no other than Hitagi herself, as she knew it would have him push further with his job instead of discouraging him, and Gaen's message to him probably was for the same purpose. As he leaves the city, Kaiki is ambushed and mortally wounded by one of the boys he formerly deceived, possibly the one who cursed Nadeko, and before he passes away he hears Ougi's name, implying that he was sent by her. ",Hitagi End - Part 6,23,https://www.scads.de/movieBenchmark/resource/TVDB/episode4732908,2013-12-29,,,,
2271,3,"The deputy commissioner invites Pembleton to lunch and gets him to investigate a case involving a congressman. Beau hires a private detective to find Beth and the kids when his clue that they are in Wilmington falls through. Howard and Felton investigate a case of a dead homeless man. Their job is made more difficult when they can't find the body. Lewis and Munch investigate the death of a motorcycle gang member. Pembleton finds out the truth, participates in the cover-up and then resigns when the media gets hold of the real story and the deputy commissioner doesn't back him up.",Cradle to Grave,10,https://www.scads.de/movieBenchmark/resource/TVDB/episode19619,1995-01-13,,,,
2272,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode400309directors0,,directors,Mark Beesley,,
2273,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19672directors0,,directors,Leslie Libman,,
2274,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186513guestStars5,,guestStars,Jane Carr,,
2275,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode117783guestStars2,,guestStars,Michelyn Emelle,,
2276,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14183writers0,,writers,Austin Peterson,,
2277,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19603guestStars4,,guestStars,Steven Marcus,,
2278,1,"To Carol's shock, Wilbur whispers the name of another woman in his sleep. After being mad and upset, she is relieved to learn that the name he mentioned was a female horse that Ed wanted him to buy for the barn..........and him Grrrrrr.",The Other Woman,22,https://www.scads.de/movieBenchmark/resource/TVDB/episode270088,1961-06-04,,,,
2279,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode81679guestStars0,,guestStars,Christopher McCulloch,,
2280,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4592328guestStars15,,guestStars,Dane Rhodes,,
2281,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19696guestStars1,,guestStars,Anthony Agnew,,
2282,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6215285guestStars6,,guestStars,Abhi Trivedi,,
2283,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19637guestStars6,,guestStars,Bill Grimett,,
2284,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode452551dir0,,director,Garth Maxwell,,
2285,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode311961guestStars3,,guestStars,Joanna P. Adler,,
2286,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4608274dir0,,director,Salim Akil,,
2287,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7133175guestStars6,,guestStars,Ola Forssmed,,
2288,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode117791writers0,,writers,James Thomton,,
2289,1,'CI examines the Dr Victor Chang extortion murder as well as the horrific Jane Doe Case where a girl is found lying on the side of the road of an inner Sydney suburb wrapped in two plastic garbage bags.,Death in a Heartbeat - The Body in the Bag,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode357858,2005-08-01,,,,
2290,1,"When Gran tells Monty that good things come to those who wait, he wonders how it could be better to wait for something than to have it right away.",Waiting Games,69,https://www.scads.de/movieBenchmark/resource/TVDB/episode6376925,2017-10-26,,,,
2291,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19690dir0,,director,Kenneth Fink,,
2292,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295434writers1,,writers,William Rabkin,,
2293,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/company83377network398138511,,,BBC Two,,network
2294,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode311965directors0,,directors,Christopher McCulloch as Jackson Publick,,
2295,2,,Captain Butcher,19,https://www.scads.de/movieBenchmark/resource/TVDB/episode14163,1961-02-20,,,,
2296,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186529guestStars2,,guestStars,James Sikking,,
2297,4,"Mary gave birth to a girl named Olivia; Tim is more excited about it than Frank. Their latest case involves a multiple shooting a restaurant. Lewis is back from his honeymoon, but while working a case with Kellerman, he confesses that they have yet to consummate their marriage. Later he tells him that they've separated. Tim stops by to see Frank and Mary's baby. They get a suspect for their case in the box. Frank collapses in the box while interrogating a suspect. Frank is put under the knife to release the pressure built up in his head from the stroke he had. After the surgery the doctor tells them that he doesn't know if Frank will recover.",Work Related,22,https://www.scads.de/movieBenchmark/resource/TVDB/episode19651,1996-05-17,,,,
2298,1,,About Money with Markku Kuisma,9,https://www.scads.de/movieBenchmark/resource/TVDB/episode4575736,2013-10-23,,,,
2299,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19619guestStars1,,guestStars,Jason Kravits,,
2300,1,"'With Gaeul’s effort, Yijung now finds out Eunjae’s declaration that he had missed three years ago. Gaeul brings Yijung to the rooftop, uncovers his eyes, and the message magically appears in front of him. Junpyo’s mother finds out about Junpyo and Jandi are secretly dating, and starts to attack the people around Jandi. Finding out who fall them into a difficult situation, Jandi makes up her mind.",Episode 23,23,https://www.scads.de/movieBenchmark/resource/TVDB/episode699461,2009-03-24,,,,
2301,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5043403directors0,,directors,Robin Wright,,
2302,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4144743guestStars0,,guestStars,Jimmy Kimmel,,
2303,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6770323writers0,,writers,Scott Silveri,,
2304,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1708581directors0,,directors,Wolfgang Becker,,
2305,1,,,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode1186611,1980-05-07,,,,
2306,1,"Jeha kidnaps Jandi and Junpyo goes to rescue her alone. Jeha and his friends beat Junpyo, but Junpyo bears it. F4 members get into the scene, finish off the situation. When Jeha tries to hit Junpyo again, Jandi protects him. The two are hospitalized, but find out the feeling for each other again. The friends go on a ski trip together, and Junpyo gives Jandi a custom-made necklace. However, Jandi accidently loses it and braves the snowstorm to look for it.",Episode 12,12,https://www.scads.de/movieBenchmark/resource/TVDB/episode699271,2009-02-10,,,,
2307,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person443918,,actor,J. B. Smoove,,
2308,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4128678writers0,,writers,Larry David,,
2309,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/company310379network-189487700,,,KBS TV2,,network
2310,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295343directors0,,directors,Timothy Hutton,,
2311,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5276091dir1,,director,Tomoyuki Itamura,,
2312,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19624directors2,,directors,James Yoshimura,,
2313,2,"Rachel discovers Nick has been brutally assaulted - and she is top of the list of suspects. But even worse, she has no recollection of the previous night after a drunken hen party, and struggles to convince herself she did not do it. Janet thinks she has made her peace with Andy, until he gives her some misinformation that results in Gill missing an appointment with the coroner - so the DCI, tired of their games, announces one of them will have to go. A man's accidental death turns into a murder investigation when his daughters reveal their mother often talked of killing him",Divided Loyalties,8,https://www.scads.de/movieBenchmark/resource/TVDB/episode4318296,2012-04-30,,,,
2314,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7094261directors0,,directors,Danny Chun,,
2315,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person294234,,actor,Yuka Iguchi,,
2316,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode335355writers0,,writers,Takahashi Natsuko,,
2317,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4284892writers0,,writers,Sally Wainwright,,
2318,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19621guestStars4,,guestStars,Irv Ziff,,
2319,2,"Mike heads to a good old fashioned steel town in Pennsylvania to work at a 75 year old candy store named Wertz Candies making all sorts of candy treats. Mike then goes to California and works as a tire retreader. Finally, Mike goes to McConnell AFB in Kansas to help repair the fuel tanks of a refueling tanker aircraft.",Fuel Tank Cleaner,12,https://www.scads.de/movieBenchmark/resource/TVDB/episode312645,2006-07-24,,,,
2320,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6330938guestStars4,,guestStars,Connie Jackson,,
2321,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14169guestStars1,,guestStars,Jessie Royce Landis,,
2322,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5440815writers1,,writers,Bill Kennedy,,
2323,1,"While Archie is upstairs trying to convince Wolfe to meet with a prospective client, someone is in the office making sure she won't ever tell Nero her story.",Eeny Meeny Murder Moe,7,https://www.scads.de/movieBenchmark/resource/TVDB/episode295424,2001-06-03,,,,
2324,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19623dir1,,director,James Yoshimura,,
2325,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode255692dir0,,director,Nick Wood,,
2326,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5264168writers0,,writers,Nic Pizzolatto,,
2327,1,Adam Troy and his pal Oliver Kee are hired to search for an aviatrix who disappeared years ago. The flier was apparently carrying a large uncut diamond and it is now suspected that she crashed on an uncharted island south of Suva.,Somewhere South of Suva,12,https://www.scads.de/movieBenchmark/resource/TVDB/episode14126,1959-12-28,,,,
2328,3,"Bayliss continues his relationship with the artist, but she's told her boyfriend. When she tells Bayliss that her boyfriend hit her upon hearing the news, it makes Bayliss so mad he confronts him. Pembleton and Bayliss investigate the death of a woman who's received a delivery of fresh flowers, although she's been dead over two weeks. Bolander and Munch investigate the shooting of Thorne's source, who's linked to a cocaine cartel, then Thorne is shot. Gee tries to get the department to get him a replacement for Crosetti. Thorne's daughter decides to keep his newspaper going. Beau tries to find out where his wife has moved the family. With Meldrick and Bayliss' disagreement over the artist, Munch is left without partners for the bar. Bayliss goes over the edge when the artist dumps him, so he holds up a liquor store for 11 cents; Pembleton gets him out of it.",Happy to be Here,5,https://www.scads.de/movieBenchmark/resource/TVDB/episode19614,1994-11-18,,,,
2329,9,"Larry tries to rid himself of an inept assistant, offends Jeff’s barber and gets into hot water over a new project.",Foisted!,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode6186182,2017-10-01,,,,
2330,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode300998guestStars6,,guestStars,Rhett the Dog,,
2331,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186513guestStars0,,guestStars,Una Damon,,
2332,2,"After leveraging JJ in an attempt to land a family dog, Dylan takes a vow of silence to better understand what it is to be her brother. Ray brokers a meeting between his girlfriend’s mother, Melanie (guest star Sarah Chalke), and Maya, only to realize they have a history. Jimmy drives Kenneth crazy by gaming a supermarket giveaway to score free Christmas turkeys.",S-I--SILENT N-I-- NIGHT,10,https://www.scads.de/movieBenchmark/resource/TVDB/episode6412710,2017-12-13,,,,
2333,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4592328guestStars10,,guestStars,Charleigh Harmon,,
2334,1,,Super Helico ~ Sponge Bridge II,41,https://www.scads.de/movieBenchmark/resource/TVDB/episode4699894,2008-02-03,,,,
2335,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6215285guestStars1,,guestStars,Christopher Darga,,
2336,3,"Brock and Dr. Venture stumble into a hidden state-of-the-art fallout shelter beneath the Venture compound, while Hank and Dean call in Dr. Orpheus to summon the Order of the Triad and help them out.","What Goes Down, Must Come Up",7,https://www.scads.de/movieBenchmark/resource/TVDB/episode375278,2008-07-13,,,,
2337,,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19637guestStars1,,guestStars,Carolyn McCormick,,
2338,4,"Mary Jane joins forces with Justin, setting forth a plan that could oust Ronda from the anchor chair, but Kara gets caught in the crossfire.",Getting It,10,https://www.scads.de/movieBenchmark/resource/TVDB/episode5939436,2017-03-21,,,,
