https://www.scads.de/movieBenchmark/ontology/primaryProfessions,http://dbpedia.org/ontology/birthYear,https://www.scads.de/movieBenchmark/ontology/name,http://dbpedia.org/ontology/deathYear,entityUrl,https://www.scads.de/movieBenchmark/ontology/startYear,https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,https://www.scads.de/movieBenchmark/ontology/isAdult,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/originalTitle,https://www.scads.de/movieBenchmark/ontology/genre_list,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,https://www.scads.de/movieBenchmark/ontology/endYear
actress,1950-01-01,Mary C. Ker,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2355196,,,,,,,,,
actor,,Domenick Delgarde,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0217093,,,,,,,,,
actor,,Jack Garbutt,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1553567,,,,,,,,,
actor,,Bernard Hall,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0355339,,,,,,,,,
actor,1957-01-01,Luís Melo,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0578064,,,,,,,,,
actor,1939-01-01,George Merner,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0581085,,,,,,,,,
"actor,writer",1896-01-01,Raymond Massey,1983-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0557339,,,,,,,,,
"actor,soundtrack",1914-01-01,Lee Bowman,1979-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0101350,,,,,,,,,
"editor,editorial_department,production_manager",,Carlo Francisco Manatad,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4100750,,,,,,,,,
"cinematographer,camera_department",1961-01-01,Andy Collins,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0172130,,,,,,,,,
"writer,producer,actor",,Kevin Thomsen,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0860918,,,,,,,,,
,,David Neal,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3098781,,,,,,,,,
"music_department,soundtrack,composer",1916-01-01,Lionel Newman,1989-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006213,,,,,,,,,
actress,1954-01-01,Norma Shattue,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1851209,,,,,,,,,
,,Eli Breaux,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3346698,,,,,,,,,
"actress,producer",1945-01-01,Skye Aubrey,2020-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0041420,,,,,,,,,
actress,1945-01-01,Sarah Fankboner,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0266796,,,,,,,,,
"director,actor,miscellaneous",,Chi-Hwa Chen,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0155179,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631037,1959-01-01,30,0,The Tenderizer,The Tenderizer,Drama,24,6,
"actor,soundtrack",1910-01-01,Dick Foran,1979-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0285264,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604339,1997-01-01,60,0,"Baby, It's You","Baby, It's You","Crime,Drama,Mystery",5,6,
"soundtrack,actor,music_department",1978-01-01,Paleface,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1515801,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710747,1962-01-01,60,0,The Mob Riders,The Mob Riders,"Drama,Sport,Western",5,1,
"actor,miscellaneous,producer",1972-01-01,Michael Sinterniklaas,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0999118,,,,,,,,,
actor,1903-01-01,Gabriel Curtiz,1985-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0193338,,,,,,,,,
"writer,director,assistant_director",1917-01-01,Gerald Schnitzer,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0774205,,,,,,,,,
"actor,producer,soundtrack",1973-01-01,Jorge Garcia,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0306201,,,,,,,,,
"actress,soundtrack",1889-01-01,Martha Wentworth,1974-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0921131,,,,,,,,,
actor,1918-01-01,Hal Baylor,1998-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0063113,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630875,1955-01-01,30,0,He Always Comes Home,He Always Comes Home,Drama,32,2,
actor,1976-01-01,Daniel Grao,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1268637,,,,,,,,,
"writer,producer",1906-01-01,Peter Packer,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0655499,,,,,,,,,
"actress,soundtrack",1920-01-01,Marilyn Maxwell,1972-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0561765,,,,,,,,,
actor,1974-01-01,Damien Ferrette,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0274716,,,,,,,,,
actor,1924-01-01,Jack Weston,1996-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0922967,,,,,,,,,
composer,1927-01-01,Wolfgang Hohensee,2018-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0389809,,,,,,,,,
actress,,Dorion Davis,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0204510,,,,,,,,,
actor,1950-01-01,Denden,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0218942,,,,,,,,,
"writer,producer,actress",1918-01-01,Thelma Schnee,1997-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0773663,,,,,,,,,
"actor,writer,director",,Charter McCloskey,,https://www.scads.de/movieBenchmark/resource/IMDB/nm6886108,,,,,,,,,
"composer,music_department",1947-01-01,Vadim Khrapachov,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0451945,,,,,,,,,
,,Mark Dukic,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3346901,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0052440,1959-01-01,60,0,Adventures in Paradise,Adventures in Paradise,Adventure,,,1962-01-01
actress,1952-01-01,Michele Turner Wilson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0877764,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604371,1999-01-01,,0,Forgive Us Our Trespasses,Forgive Us Our Trespasses,"Crime,Drama,Mystery",22,7,
"producer,writer,miscellaneous",,James Yoshimura,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0949026,,,,,,,,,
"writer,soundtrack",1936-01-01,Don DeLillo,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1680347,,,,,,,,,
"actress,soundtrack",1924-01-01,Hazel Brooks,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0112014,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657676,1962-01-01,30,0,Jeopardy,Jeopardy,"Adventure,Drama,Family",21,2,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt3221190,2014-01-01,49,0,Chapter 15,Chapter 15,Drama,2,2,
"cinematographer,camera_department,director",,Adam Arkapaw,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1714622,,,,,,,,,
"actor,miscellaneous",1925-01-01,Horst Naumann,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0622612,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630838,1956-01-01,30,0,Code 258,Code 258,Drama,31,3,
actor,1944-01-01,Ian McDiarmid,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001519,,,,,,,,,
"cinematographer,assistant_director",1935-01-01,Noritaka Sakamoto,2014-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0757096,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt2790240,2014-01-01,54,0,After You've Gone,After You've Gone,"Crime,Drama,Mystery",7,1,
,,Nicholas Saul,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9471343,,,,,,,,,
director,,Frank Zweers,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1509963,,,,,,,,,
"writer,actress",1918-01-01,Elizabeth Harrower,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0366035,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0104103,1990-01-01,96,0,Breath of Life,Diceria dell'untore,Drama,,,
"actress,writer,producer",1978-01-01,Suranne Jones,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1013087,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631032,1959-01-01,30,0,The Road,The Road,Drama,1,7,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604334,1998-01-01,,0,Abduction,Abduction,"Crime,Drama,Mystery",17,6,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710742,1962-01-01,60,0,Point of Honor,Point of Honor,"Drama,Sport,Western",4,1,
"editor,editorial_department,sound_department",,Alexandra Anthony,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0030817,,,,,,,,,
"actor,soundtrack",1932-01-01,Leon Tyler,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0852766,,,,,,,,,
actor,1970-01-01,Matt Bardock,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0054304,,,,,,,,,
"cinematographer,director,editor",1943-01-01,Karpo Acimovic-Godina,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0009902,,,,,,,,,
actress,1961-01-01,Pippa Haywood,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0371846,,,,,,,,,
"director,producer,writer",1960-01-01,Adam Bernstein,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0002835,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630870,1955-01-01,30,0,Gino,Gino,Drama,5,3,
writer,1922-01-01,Mel Goldberg,2015-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0325267,,,,,,,,,
"soundtrack,actress,composer",1974-01-01,Alanis Morissette,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001551,,,,,,,,,
actor,1905-01-01,Renny McEvoy,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0568587,,,,,,,,,
writer,,Ilya Zveryov,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0958915,,,,,,,,,
actor,1919-01-01,Albert Carrier,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0140390,,,,,,,,,
"actor,soundtrack",1935-01-01,Gary Player,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1711253,,,,,,,,,
"actor,director,writer",1902-01-01,Gustav Fröhlich,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0297054,,,,,,,,,
actor,1965-01-01,George Anton,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0031201,,,,,,,,,
actor,1971-01-01,Frank Gun,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0272283,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520157,1962-01-01,,0,The Spaniard,The Spaniard,Adventure,32,1,
camera_department,,Peter Moore,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2365141,,,,,,,,,
"actor,soundtrack,producer",1908-01-01,Buddy Ebsen,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001171,,,,,,,,,
actor,1930-01-01,Jack Hedley,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0373324,,,,,,,,,
"writer,producer,miscellaneous",,David Rupel,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0750422,,,,,,,,,
"actor,soundtrack,writer",1923-01-01,Keefe Brasselle,1981-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0105462,,,,,,,,,
"composer,music_department,actor",1907-01-01,Jirí Srnka,1982-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0820289,,,,,,,,,
"writer,producer,miscellaneous",1943-01-01,Paul Playdon,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0687002,,,,,,,,,
"director,writer",,Viktor Khramov,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0451940,,,,,,,,,
"actress,producer",1966-01-01,Kate Parr,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0663325,,,,,,,,,
actor,,Sung-Il Jung,,https://www.scads.de/movieBenchmark/resource/IMDB/nm10562564,,,,,,,,,
"actor,soundtrack,director",1924-01-01,Marlon Brando,2004-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000008,,,,,,,,,
"actor,miscellaneous",1908-01-01,Charles Cirillo,1999-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0162742,,,,,,,,,
"writer,assistant_director,producer",,Philip B. Epstein,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0258524,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657671,1960-01-01,30,0,Edwina's Escapade,Edwina's Escapade,"Adventure,Drama,Family",5,1,
actress,1975-01-01,Camila Morgado,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1143788,,,,,,,,,
"actress,soundtrack",1933-01-01,Ziva Rodann,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0734425,,,,,,,,,
"writer,soundtrack,producer",1985-01-01,Justin Hurwitz,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3225654,,,,,,,,,
"actor,soundtrack",1914-01-01,Roy Glenn,1971-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0322658,,,,,,,,,
"actress,producer,soundtrack",1934-01-01,Joyce Van Patten,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0887696,,,,,,,,,
"actor,soundtrack,producer",1920-01-01,Ralph Meeker,1988-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0576127,,,,,,,,,
"actor,miscellaneous,stunts",1948-01-01,Dean Wein,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0254219,,,,,,,,,
"producer,miscellaneous",,Minoru Takanashi,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0847330,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630833,1957-01-01,30,0,Blizzard,Blizzard,Drama,6,5,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0878792,2006-01-01,22,0,Showdown at Cremation Creek: Part 2,Showdown at Cremation Creek: Part 2,"Action,Adventure,Animation",13,2,
writer,1913-01-01,Jack Leonard,1954-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0502649,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0290800,2001-01-01,,0,Over My Dead Body: Part 1,Over My Dead Body: Part 1,"Action,Drama,Mystery",10,1,
"actor,producer,writer",1982-01-01,Ashley Walters,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0910180,,,,,,,,,
actress,,Sophie Ash,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3151565,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505666,1959-01-01,48,0,Somewhere South of Suva,Somewhere South of Suva,Adventure,12,1,
"actress,soundtrack",1925-01-01,Gloria DeHaven,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0002038,,,,,,,,,
actor,1912-01-01,Don Shelton,1976-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0791325,,,,,,,,,
"actress,soundtrack",1942-01-01,Gale Garnett,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0307805,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0504572,1972-01-01,,0,Folge 6,Folge 6,"Comedy,War",6,1,
"cinematographer,camera_department,director",,Derek Rogers,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0736835,,,,,,,,,
actor,1929-01-01,Peter Kuiper,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0474246,,,,,,,,,
"producer,production_manager",,Simon Lewis,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0507757,,,,,,,,,
actor,1906-01-01,Hellmut Grube,1970-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0344211,,,,,,,,,
"composer,music_department,soundtrack",,J.G. Thirlwell,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0858221,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt5952882,2016-01-01,,0,Hollywood Homicide Uncovered,Hollywood Homicide Uncovered,Crime,,,
"writer,actress,miscellaneous",1921-01-01,Marilyn Cantor Baker,2010-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1419700,,,,,,,,,
"actor,miscellaneous",1907-01-01,Thomas Browne Henry,1980-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0378015,,,,,,,,,
"actor,writer,soundtrack",1912-01-01,George O'Hanlon,1989-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0641197,,,,,,,,,
"actor,producer",1946-01-01,Pete Postlethwaite,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000592,,,,,,,,,
actress,1938-01-01,Donna Jo Boyce,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0101633,,,,,,,,,
"producer,writer,director",1931-01-01,Jo Swerling Jr.,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0842483,,,,,,,,,
"writer,camera_department",,Austin Peterson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1524584,,,,,,,,,
writer,,Mariya Zvereva,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0958910,,,,,,,,,
"actor,soundtrack",,Raymond Bagatsing,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0046532,,,,,,,,,
actor,1951-01-01,Donald Losby,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0521289,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520152,1962-01-01,,0,The Prodigal Pretender,The Prodigal Pretender,Adventure,31,1,
"actor,soundtrack,writer",1939-01-01,Ian McKellen,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005212,,,,,,,,,
"director,producer,miscellaneous",,Leslie Libman,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0508883,,,,,,,,,
"actress,soundtrack,music_department",1934-01-01,Brigitte Bardot,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000003,,,,,,,,,
"actor,soundtrack,producer",1984-01-01,Kevin Zegers,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0954225,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505629,1961-01-01,60,0,Angel of Death,Angel of Death,Adventure,21,2,
"producer,assistant_director,production_manager",,Randi Richmond,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0725147,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt10241196,2019-01-01,,0,Bästa testen: Del 1,Bästa testen: Del 1,Comedy,9,3,
"miscellaneous,art_department",,Will Hathaway,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2264489,,,,,,,,,
actor,1920-01-01,Don Ross,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0743364,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt2843544,2008-01-01,104,0,"Pu Yi, the Last Emperor","Pu Yi, the Last Emperor",Documentary,,,
actress,1940-01-01,Natalie Trundy,2019-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0874353,,,,,,,,,
"actress,producer",1942-01-01,Carole Wells,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0920130,,,,,,,,,
"miscellaneous,production_manager,producer",1974-01-01,Heath Banks,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0004670,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1110879,1999-01-01,21,0,Episode #2.5,Episode #2.5,Drama,5,2,
"actor,composer,sound_department",,Simon Slater,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0805431,,,,,,,,,
actor,1922-01-01,Mike Kellin,1983-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0446037,,,,,,,,,
actor,1908-01-01,Leon Lontoc,1974-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0519584,,,,,,,,,
"producer,director,writer",,Kenneth Fink,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0277830,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630968,1958-01-01,30,0,The 20-Cent Tip,The 20-Cent Tip,Drama,6,6,
"director,producer,actor",1919-01-01,Charles S. Dubin,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0239291,,,,,,,,,
actress,1940-01-01,Julie Sommars,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0813940,,,,,,,,,
"producer,writer,miscellaneous",,Craig Piligian,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0683434,,,,,,,,,
"soundtrack,actress,producer",1944-01-01,Diana Ross,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005384,,,,,,,,,
actress,1914-01-01,Geraldine Carr,1954-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0139705,,,,,,,,,
"music_department,composer,soundtrack",1915-01-01,Irving Gertz,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006098,,,,,,,,,
actor,,Carlos Calderón,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1226316,,,,,,,,,
actor,1966-01-01,Satoshi Hashimoto,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3537913,,,,,,,,,
"actor,soundtrack",1910-01-01,Scatman Crothers,1986-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001079,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505661,1962-01-01,60,0,Please Believe Me,Please Believe Me,Adventure,18,3,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0759973,1961-01-01,60,0,Queens Back to Back,Queens Back to Back,Adventure,4,3,
"director,producer,cinematographer",,Harry Beney,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0070983,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0883895,1999-01-01,21,0,Unpopular Mechanics,Unpopular Mechanics,"Animation,Comedy,Fantasy",4,3,
"director,art_director",,Sandra Khoo Shi Kim,,https://www.scads.de/movieBenchmark/resource/IMDB/nm10110529,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0941378,2007-01-01,44,0,Bug Breeder,Bug Breeder,Reality-TV,1,3,
actress,1982-01-01,Tabrett Bethell,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3248988,,,,,,,,,
actor,1929-01-01,Klausjürgen Wussow,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0943469,,,,,,,,,
actress,1941-01-01,Ilka Zafirova,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0951788,,,,,,,,,
actor,,David Duval,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1661731,,,,,,,,,
actress,1916-01-01,Mary Alan Hokanson,1994-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0389934,,,,,,,,,
"actress,soundtrack",1881-01-01,Sarah Padden,1967-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0655605,,,,,,,,,
actor,1893-01-01,Carl Benton Reid,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0717203,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0166894,1967-01-01,78,0,Otklonenie,Otklonenie,Drama,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0954317,2003-01-01,,0,Nginiig,Nginiig,Horror,,,2006-01-01
"soundtrack,composer,actor",,Richard Sanderson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0761823,,,,,,,,,
actress,,Jane Becker,,https://www.scads.de/movieBenchmark/resource/IMDB/nm7660729,,,,,,,,,
"actor,producer,writer",1974-01-01,Leonardo DiCaprio,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000138,,,,,,,,,
producer,,Hiroshi Fukazawa,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9640815,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505624,1961-01-01,60,0,A Penny a Day,A Penny a Day,Adventure,27,2,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604427,1997-01-01,,0,The Documentary,The Documentary,"Crime,Drama,Mystery",11,5,
"actor,composer",,Travis Estes,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0261675,,,,,,,,,
writer,1899-01-01,Paul Franklin,1980-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0291515,,,,,,,,,
"cinematographer,camera_department",,Götz Neumann,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0627053,,,,,,,,,
"actor,soundtrack",1910-01-01,Hayden Rorke,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0740718,,,,,,,,,
actor,1899-01-01,Byron Foulger,1970-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0288304,,,,,,,,,
writer,1923-01-01,Meyer Dolinsky,1984-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0011219,,,,,,,,,
"director,producer,writer",1947-01-01,Tim Hunter,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006853,,,,,,,,,
"editor,editorial_department,actor",1902-01-01,Irving Berlin,1981-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0075585,,,,,,,,,
actor,,Joe Matheson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0558553,,,,,,,,,
"animation_department,director,art_department",,Miguel Martinez-Joffre,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0423639,,,,,,,,,
"actress,casting_department",1976-01-01,Mairon Bennett,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0071900,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1110874,1999-01-01,20,0,Episode #2.1,Episode #2.1,Drama,1,2,
"actress,soundtrack",1933-01-01,Pat Crowley,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0189774,,,,,,,,,
"producer,animation_department,visual_effects",,David Lipson,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1707611,,,,,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt3450324,2013-01-01,122,0,The Host and the Cloud,The Host and the Cloud,,,,
,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630963,1955-01-01,,0,Tale of a Cayuse,Tale of a Cayuse,Drama,26,2,
actress,1984-01-01,Mika Itô,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1523588,,,,,,,,,
actor,,Edmund Mills,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5901475,,,,,,,,,
actress,1902-01-01,Helen Mayon,2001-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0562947,,,,,,,,,
"producer,miscellaneous,production_manager",,Jennifer Ray,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3176656,,,,,,,,,
"actor,writer,soundtrack",1956-01-01,Vesa Vierikko,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0896801,,,,,,,,,
"writer,miscellaneous",1924-01-01,Maya Turovskaya,2019-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0878014,,,,,,,,,
"actress,writer,soundtrack",1938-01-01,Luana Anders,1996-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0026035,,,,,,,,,
