http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/title,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,entityUrl,http://dbpedia.org/ontology/releaseDate,https://www.scads.de/movieBenchmark/ontology/name,https://www.scads.de/movieBenchmark/ontology/job,https://www.scads.de/movieBenchmark/ontology/status,https://www.scads.de/movieBenchmark/ontology/company_type
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6453692dir0,,Rob Cohen,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6976824guestStars8,,Nikki Rodriguez,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14131writers0,,Stanford Whitmore,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1708531directors0,,Wolfgang Becker,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19648guestStars3,,Liz Noone,guestStars,,
,Like A Pierrot V ~ Neko De Drive,47,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4700709,2008-02-03,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1130951directors0,,Garth Maxwell,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14165writers0,,William Froug,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1248441directors0,,Christopher McCulloch as Jackson Publick,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6965923guestStars1,,Liz Cackowski,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1130961dir0,,Michael Hurst,director,,
,Episode 3,3,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode255703,2000-03-10,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14172dir0,,Alvin Ganzer,director,,
"Das Wunder von Braunschlag zieht seine Kreise. Während Richard und Gerri mit der Wunderstelle Geld scheffeln, hat Elfi nur eines im Kopf, schwanger zu werden. Der Vatikankommissar Banyardi versucht indessen vergeblich, dem Spuk Herr zu werden. Da er sich aber in die deutsche Magd Silke, die auf dem Hof von Gerri Tschachs Mutter arbeitet, verliebt, möchte er die Untersuchung des Wunders ein wenig verlängern. Endlich ist Elfi schwanger, doch sie weiß nicht, dass ihr Ehemann Richard unfruchtbar ist.",Das Wirtschaftswunder,2,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4293210,2012-09-18,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person2508,,George Tobias,actor,,
"Shinobu reveals that during her first visit to Japan, 400 years ago, she saved the local people from a severe draught by accident and was revered as a goddess by them. She then spent the next years living as a goddess in Japan until all the villagers started disapearing mysteriously, until only Shinobu and a demon hunter she befriended remained. Soon after, the same being that Koyomi met attacked them and Shinobu barely escaped alive, taking with her the demon hunter's hand by accident, which she used to revive him as a servant of hers just like Koyomi. However, the man blamed her for all that happened and unable to reason with him, Shinobu watched him commiting suicide by exposing himself to the sunlight. Since then Shinobu never returned to Japan until six months ago, when she and Koyomi first met. ",Shinobu Time - Part 2,15,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode4667940,2013-11-03,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295423guestStars2,,Ted Ludzik,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4723797guestStars0,,Sanna Saastamoinen-Barrois,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6973002writers0,,David Milch,writers,,
"Ray, Ani and Paul take precautionary measures to elude detection and untangle a dark mystery. Frank deals with the fallout of his betrayal.",Black Maps and Motel Rooms,7,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode5264168,2015-08-02,,,,
"Zach sits down with Will Ferrell, the star of Everything Must Go, Anchorman and Old School, to talk about lunch, dance teams and to show a never before seen clip from his movie.",Will Ferrell,13,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4144746,2011-05-23,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4128681writers3,,Jeff Schaffer,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person330790,,Francisco Rabal,actor,,
"Homicide is called in when a woman is distressed at the fact the Dr. Turner helped her brother stop suffering from his colon cancer by injecting him with a lethal dose of morphine. Other members of her family were comfortable with the way he died. Pembleton and Bayliss investigate the issue of murder or mercy. Ballard and Gharty spot their city goats at a shopping mall, where Gharty was using Ballard as a consultant in his purchase of a gift. Stivers and Falsone catch a case where a schoolgirl and the owner of a pizza parlor are murdered during the holdup of the pizza parlor. Kellerman confronts Judge Gibbons and tapes their conversation about his ruling in making the wrongful death suit a jury case. Ballard and Gharty round up their city goats after they confront their mother. Gee warns the rookie homicide detectives, Stivers and Falsone about the baggage that comes with working their first case involving the death of a child. Pembleton and Bayliss' investigation of Dr. Turner's pract",Mercy,16,6,https://www.scads.de/movieBenchmark/resource/TVDB/episode19689,1998-03-20,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14199directors0,,Sutton Roley,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person460337,,James Martinez,actor,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19650guestStars6,,Margaret May,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14164guestStars1,,Phillip Pine,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1130791directors0,,Michael Hurst,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19682guestStars3,,Bobby Brown,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186533guestStars9,,Sarah Knowlton,guestStars,,
"Jung Im is killed in a shootout with the Jongno Police. Majar and Se Joo get taken back to the station and tortured for Young Jin's whereabouts. Nam Ok gets away after seeing Jung Im fall but returns to avenge her death. Meanwhile, Young Jin and Won Bong meet with Fukuda and listen to what he has to say.",The Shootout,36,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode7156722,2019-07-06,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14166directors0,,Felix Feist,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19684guestStars8,,Doug Roberts,guestStars,,
Francis shakes down the Congressional leadership. Zoe is offered the promotion of White House Correspondent and doesn't know if she should take it or not.,Chapter 4,4,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4481710,2013-02-01,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19623guestStars8,,Rhonda Overby,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14198guestStars3,,Pippa Scott,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186524directors0,,Larry Charles,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14137guestStars3,,Lizabeth Scott,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode402858guestStars1,,James Davies,guestStars,,
"Mary Jane gets nominated for an Emmy, prompting her to seek advice from her trusted friends. In time, she must decide whether to take a chance and follow her instincts. Meanwhile, information about Tracy surfaces.",Line in the Sand,9,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode5168869,2015-03-31,,,,
"Last in series of the police drama. As Rachel is walking home, she is narrowly missed by a car which then smashes into the side of the road. The next day, she learns that the crash is linked to the disturbing information she found out about Nick's affair with a juror. Was Rachel targeted - and could Nick have had something to do with it? The latest case for the team is that of a teenager shot dead at home. His best friend witnessed the shooting but it takes all of Janet's skill to get him to open up as he is petrified that he could be next. Meanwhile, Rachel's career hangs in the balance as Gill discovers just how far she has gone in pursuit of love, and Janet needs to end her affair once and for all.",Vendetta,6,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4121073,2011-07-03,,,,
Larry and Cheryl prepare to renew their wedding vows; Larry mulls an offer from his dry cleaner.,The Survivor,9,4,https://www.scads.de/movieBenchmark/resource/TVDB/episode186532,2004-03-07,,,,
"The Witch, The Cryptkeeper, and The Vaultkeeper return to tell the tale of a boy who challenges a monster to a basketball game that could mean the end of his life if he loses.",Dead Men Don't Jump!,8,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode117800,1994-10-15,,,,
"Continuing after the prior episode, General Traceter (alluded to in Season 1 during Brock's License exam in Mid-Life Chrysalis) heads a OSI assault team to go after Samson and the Venture Family after the original three assassins fail to do their job. Using ingenuity to save the Venture Family once more, Brock Samson hatched a plan to force OSI and Monarch's Henchmen to fight each other instead of pursuing the family. In the aftermath of the fight, OSI gains victory after one of Monarch's Flight Suits malfunctions and ends up shooting his own minions in friendly fire. After revealing himself being on neither side of the fight, Brock makes a shocking announcement to Thaddeus and General Traceter that would affect the rest of their lives. ","The Family That Slays Together, Stays Together (2)",13,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode383234,2008-08-24,,,,
Comic books become popular and male super heroes rise to stardom; one man creates a feminist superhero inspired by both his wife and his mistress.,The Truth About Wonder Woman,2,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode6326921,2017-11-13,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4759788dir0,,Salim Akil,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4411361guestStars3,,Rachel Brosnahan,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19632guestStars1,,Fisher Stevens,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6367258guestStars5,,P.L. Brown,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4723796directors1,,Ashley Sabin,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19666guestStars3,,Pat McNamara,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode400310writers0,,Barry Schkolnick,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4777856directors0,,Salim Akil,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode335170writers0,,Larry David,writers,,
,,8,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode1186681,1980-05-20,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode82672guestStars3,,Robert Armstrong,guestStars,,
"The Kazoops decide to replace their broken couch, but Monty doesn't think being broken makes something useless.",Never Mending Story,21,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode5737904,2016-09-05,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person408831,,Kwon Hyung-Joon,actor,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19639guestStars5,,Alenah Dean Taylor,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4318296directors0,,Morag Fullarton,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode311963guestStars2,,Steven Ratazzi,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7133180guestStars12,,Kalle Wahlström-Zackari,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person304769,,Colin Fox,actor,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode373756guestStars5,,Brendon Small,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186528guestStars11,,Paul Mazursky,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5440804directors0,,Robin Wright,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19662writers0,,Eric Overmyer,writers,,
"'Michael Kanaan was an angry young man in a hurry to make a name for himself in Sydney’s underworld. But his volatile temper and penchant for violence soon led him to kill three men before he was finally captured in a wild shootout with Sydney police.Born in Australia in 1975 to Lebanese parents he grew up following American crime gang culture in films and music. As a teenager he moved into petty theft and assault before his first arrest, for drug possession, in his early twenties. Despite being given a suspended sentence and a two-year good behaviour bond, he was soon in trouble again, this time for common assault, for which he escaped with a fine. He quickly returned to drug dealing and his gang - known as ‘DK’s boys’ - made huge profits distributing cocaine in Sydney’s Kings Cross. His reputation grew and by 1998, at age 23, he had become a lieutenant to organised crime figure Danny Karam.Although outwardly courteous and well spoken, Michael Kanaan had an uncontrollable temper and did not hesitate to use violence to settle disputes. In July 1998, he made a passing comment to some people involved in a fight outside the Five Dock Hotel in Sydney’s inner west. When one of them approached him, Kanaan suddenly drew a pistol and shot two men dead. His attempt to shoot a third failed as he had run out of bullets.A few months later, Kanaan led his gang in a drive-by shooting attack on the police station at Lakemba in Sydney in which the building was sprayed with bullets. Soon afterwards he organised the brutal execution of his underworld boss, Danny Karam in December 1998.He was finally cornered by police and arrested after a shoot-out in inner city Rushcutters Bay in which Constable Chris Patrech was wounded.",Michael Kanaan- Shoot To Kill,7,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode1052341,2009-08-27,,,,
"Two brothers plan to rob an abandoned mansion, where The Cryptkeeper has set up a monstrous security system to get rid of intruders.",While the Cat's Away,1,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode117782,1993-09-18,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295431directors0,,Timothy Hutton,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6976824guestStars3,,Kayla Maisonet,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19696writers0,,Joy Lusco,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14182guestStars1,,Rita Moreno,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14121guestStars1,,Thomas Gomez,guestStars,,
"A undergarment purchase for his housekeeper lands Larry in hot water, while his father-in-law's fondness for The Passion of the Christ comes in handy more than once.",The Christ Nail,3,5,https://www.scads.de/movieBenchmark/resource/TVDB/episode300521,2005-10-09,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode1130971directors0,,Mark Beesley,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5903331dir0,,"Victor Nelli, Jr.",director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode295425guestStars2,,Debra Monk,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode298423directors0,,John L'Ecuyer,directors,,
,Policeman's Holiday,17,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode14196,1962-01-28,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4141362guestStars0,,Conan O'Brien,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14189guestStars5,,Buddy Ebsen,guestStars,,
"Julianna wins the recognition of her peers. At dinner, Julianna and her colleagues swap stories about how they've cracked cases. Julianna relates a story that happened a few weeks earlier, a suicide might actually be turn out to be murder, when it is determined that the victim was shot in mid-jump. A bickering elderly couple proves to be the key to the crime. Meanwhile, Falsone investigates the legal possibilities of obtaining custody of his son. Ballard and Gharty investigate the death of a drug dealer, which takes them up into the hills of western Maryland in search of their suspects. Georgia Rae Mahoney sues Stivers, Lewis, Kellerman, Giardello, Cox, the department and the city for the wrongful death of her brother, to the tune of $60 million. Lewis confronts Georgia Rae and winds up with a suspension for his trouble.","Shaggy Dog, City Goat",11,6,https://www.scads.de/movieBenchmark/resource/TVDB/episode19684,1998-01-16,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186500writers0,,Larry David,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19597guestStars9,,Cliff McMullen,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5356172directors0,,Akiyuki Shimbou,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5188973directors0,,Justin Lin,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6277681dir0,,Akiyuki Shinbo,director,,
,Episode 2,2,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode6578388,2018-03-16,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19650guestStars1,,Melissa Leo,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186501guestStars7,,Mina Kolb,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186515dir0,,Larry Charles,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6367258dir0,,Jay Chandrasekhar,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19618directors0,,Kenneth Fink,directors,,
"The Morphic Trilogy reaches its conclusion in a decades-spanning tale of friendship, betrayal and mass murder that overwrites Venture history.",Arrears in Science,3,7,https://www.scads.de/movieBenchmark/resource/TVDB/episode6775749,2018-08-20,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode311955writers0,,Christopher McCulloch as Jackson Publick,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14186directors0,,Robert Florey,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186533guestStars4,,Mel Brooks,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19684guestStars3,,Kathryn Kelley,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19611directors1,,Tom Fontana,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/company104721network76687,,MTV,,,network
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19623guestStars3,,Irv Ziff,guestStars,,
'Marty Funkhouser is outraged when flowers from his mother's memorial are stolen; Larry complains about ''sample abusers'' in stores; Jeff and Susie find knowing Larry to be a liability when trying to get Sammy into an exclusive private school.,The Ida Funkhouser Roadside Memorial,3,6,https://www.scads.de/movieBenchmark/resource/TVDB/episode335172,2007-09-23,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14139guestStars3,,John McGiver,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6576686dir0,,Christine Gernon,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14153directors0,,Josef Leytes,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode298426guestStars2,,Colin Fox,guestStars,,
,Episode 10,10,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode6249204,2017-08-28,,,,
"'The torrid details of the notorious Milat family are explored in this episode. Members of the family continue to support Ivan Milat, the nation's worst serial killer. Clearly, this is a family with “ issues”. According to one report, Ivan's brother Boris’s wife Marilyn was having an affair with Ivan and Boris believed that Marilyn fell pregnant to Ivan. When he sought advice from his father, he was encouraged to kill Ivan. Boris says Ivan lacks a soul and a conscience. He says his brother has been a psychopath from his earliest school days and always had a fascination with guns. Boris's comments have sparked a feud within his family, some of whom have reportedly made death threats against him.Carolyn Milat, says her brother Ivan does not have a secret side to him and was always genuine, but another brother, Bill Milat, has said that if Ivan is guilty, then he should be executed. When the trial judge suggested more than one person took part in the killings, Ivan’s younger brother, Richard Milat, publicly denied he had assisted Ivan.",Backpacker Bloodshed,4,4,https://www.scads.de/movieBenchmark/resource/TVDB/episode4316502,2010-11-30,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186511directors0,,Dean Parisot,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode186507guestStars11,,David Morehead,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4731459directors0,,Aleksi Bardy,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6367258guestStars0,,Marin Hinkle,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person67961,,Maury Chaykin,actor,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14120directors0,,Robert Aldrich,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6354694guestStars4,,Lynn Andrews,guestStars,,
"JJ instantly wants to join a sled hockey team made up entirely of people with disabilities, but Jimmy is not thrilled and thinks it’s dangerous. Meanwhile, Maya takes a CPR class with Kenneth, and she sees how popular he is and realizes that she needs to be nicer in order to keep him as JJ’s aide.",S-L-- SLED H-O-- HOCKEY,9,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode5843135,2016-12-07,,,,
Araragi and Hanekawa visit Oikura and learn the painful story of her family's past.,Sodachi Lost - Part 2,5,4,https://www.scads.de/movieBenchmark/resource/TVDB/episode5325619,2015-11-01,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode2889061directors0,,Christopher McCulloch,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/person424672,,James Sutton,actor,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4982481guestStars1,,Airi Lampinen,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19607guestStars3,,Jeff Mandon,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode339886directors0,,Tom Kramer,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5881397writers0,,Dan Holden,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7098564guestStars1,,'Kristina ''Keyyo'' Petrushina,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14122dir0,,Josef Leytes,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode402905writers0,,Nicki Paluga,writers,,
"Date: 01/27/03: All I can remember about this episode is from when I appeared in it as a child actor of about 14. Very roughly, the story involved my family landing on an island in the Pacific (perhaps shipwrecked?). We were British and somehow ended up being imprisoned by someone. Also in the story with us was a very intelligent chimp (named Mr. Flotsam) who, when the chips were down, helped to free us through the use of a hand grenade or some such element. I regret I don't recall much more and the script I had was lost long ago. The show was filmed on a sound stage and in the backlot of 20th Century Fox's studio in what is now Century City, CA. I remember a set built to serve as the ocean and a beach of a remote island. As a kid, i was in awe of everything, including the chimp. I saw the show in its first  run, but never again. I would love to see and or acquire a copy. If anyone can assist me in that, I would be very grateful, since I have very little to remember my childhood acting",Mister Flotsam,15,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode14159,1961-01-23,,,,
"'Lewis and Kellerman's investigation of a murder in a housing project puts them at odds with a civilian-patrol group, run by the Black Muslims. Munch is excited because Stan is scheduled to come back June 1st. Russert and Munch catch a case where both the victim and shooter are dead. She with Howard must decide whether to circumvent the so-called ''''blue wall of silence'''' among police officers when it is discovered that the officer on the scene didn't react in time. Barnfather stops Lewis and Kellerman's charging of a Muslim, until something is leaked to the newspapers. The ''''big man'''' is scheduled to come to the bar, but changes his mind, twice.",Scene of the Crime,18,4,https://www.scads.de/movieBenchmark/resource/TVDB/episode19647,1996-04-12,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7094261guestStars9,,Jill Lover,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19689dir0,,Alan Taylor,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19639guestStars0,,Lily Tomlin,guestStars,,
"A tent and camping equipment are set up on a rooftop of a building in Seoul. About a month after the trip in Africa, the members of Youth Over Flowers in Africa are gathered again. The camping equipment reminds them of their memories in Africa. They talk about everything they experienced in Africa from people and animals they met and the food they had. Plus, behind the scene stories are revealed.",Youth Over Flowers in Africa: Special,7,4,https://www.scads.de/movieBenchmark/resource/TVDB/episode5569703,2016-04-01,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14173guestStars3,,Michi Kobi,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19618dir2,,James Yoshimura,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5505197dir0,,Na Young Seok,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode255687dir1,,Gareth Carrivick,director,,
,Series 2 Outtakes and Bloopers,6,0,https://www.scads.de/movieBenchmark/resource/TVDB/episode4257559,,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode373756guestStars0,,Michael Sinterniklaas,guestStars,,
"Making a home energy efficient by improving insulation, turkey artificial insemination, viewer mail, car crusher",Turkey Inseminator,11,4,https://www.scads.de/movieBenchmark/resource/TVDB/episode367042,2008-05-12,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4741199writers0,,Beau Willimon,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6906130guestStars2,,Jason Sims Prewitt,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6906132guestStars7,,Brian Lohmann,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode371492dir0,,Christopher McCulloch as Jackson Publick,director,,
"The series explores the stories, people and events that have transformed the world of comic books, taking a deep dive into the most accessible and often subversive modern popular art form.",AMC Visionaries: Robert Kirkman's Secret History of Comics,,,https://www.scads.de/movieBenchmark/resource/TVDB/tvSeries335355,2017-11-12,,,Ended,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4128679writers0,,Larry David,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode341964dir0,,Larry Charles,director,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14123guestStars1,,Eva Gabor,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode5479952directors0,,Na Young Seok,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode6869302guestStars8,,Dixie Perkinson,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19647writers2,,Henry Bromell,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode7054071guestStars4,,Scott Michael Morgan,guestStars,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4481718writers0,,Gina Gionfriddo,writers,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19641guestStars3,,Jill Hennessy,guestStars,,
,Episode 3,3,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode6001589,2017-03-24,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode117807directors0,,Laura Shepherd,directors,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode19675guestStars5,,Scott Erickson,guestStars,,
"When Maya encourages the parents of the new special needs kids at Lafayette High to demand full-time aides, the school administrators tell her anything the new students get will spell losses for her beloved JJ. Meanwhile, Dylan develops a hooky habit, unprepared as she is to return to the same school for a second year; JJ pushes Kenneth toward romance with his teacher; and Jimmy endeavors to enjoy a long-awaited uninterrupted shower",F-I– FIRST S-E– SECOND F– FIRST DAY,2,2,https://www.scads.de/movieBenchmark/resource/TVDB/episode6321011,2017-10-04,,,,
"Mr. Grant, owner and sole inhabitant of a small island on the Pacific, has been killed in strange circumstances. His young and pretty niece, recently arrived in Papeete, claims the inheritance. During the investigation, a mysterious character is discovered on the island.",The Inheritance,12,3,https://www.scads.de/movieBenchmark/resource/TVDB/episode14191,1961-12-24,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode14189guestStars0,,Andre Philippe,guestStars,,
"Financially strapped, Dan and Lisa Carlson leave Tacoma, WA with their young twin boys to live in a small home on the property of Dan's parents. Enter Shawn, Dan's best friend, and soon a web of intrigue and familial conflict becomes a lurid murder.",The Ties That Kill,6,1,https://www.scads.de/movieBenchmark/resource/TVDB/episode4962950,2013-12-07,,,,
,,,,https://www.scads.de/movieBenchmark/resource/TVDB/personepisode4592333guestStars9,,Dana Gourrier,guestStars,,
