title,price,manufacturer,description,entityUrl
dan rodowicz dan rodowicz love songs of the 90s - ez play today,25.77,,1. end of the road 2. (everything i do) i do it for you 3. here and now 4. i will always love you 5. i'll be there 6. love takes time 7. save the best for last 8. to love somebody 9. vision of love 10. a whole new world,http://www.google.com/base/feeds/snippets/16625259822471174397
avanquest usa llc britannica deluxe,26.11,,encyclopædia britannica deluxe gives you the resources you need to explore the world in a fun and easy way. designed for adults and students alike this comprehensive reference library provides you with the most complete up-to date and in-depth ...,http://www.google.com/base/feeds/snippets/16622880533554607802
aspyr leave the lights on-bundle,29.99,,system requirements: mac os 9.1 or mac os x 10.1 128 mb built-in memory stock g3 or g4 at 400 mhz or greater 700 mb storage space graphics acceleration required ati rage 128 radeon or nvidia geforce series 4x cd-rom drive system requirements ( ...,http://www.google.com/base/feeds/snippets/18364436159487312703
microspot macdraft professional edition,249.99,,system requirements operating system: macintosh os x 10.3.9 or higher processor: power mac g3 500mhz or higher memory (ram): 128 mb free hard disk space: 100 mb minimum screen resolution: 1024 x 768,http://www.google.com/base/feeds/snippets/18347005743602331538
sims 2 pets for mac,34.99,,system requirements: requires the full version of the sims 2 for mac os x to play operating system: mac os x 10.3.9 or later cpu processor: powerpc g4/g5 or intel chipset cpu speed: 1.2ghz or faster memory: 256 mb or higher (512 mb recommended) hard ...,http://www.google.com/base/feeds/snippets/18282499725938188855
adobe cs3 design premium upgrade,619.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 6.3gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ...,http://www.google.com/base/feeds/snippets/18341451742874553099
laughingbird the logo creator,34.99,,system requirements: operating system: mac os x 10.1 or later cpu: g3 or better ram: 256mb 120mb hard drive space recommended: operating system: mac os x 10.2 or later cpu: g4 or better ram: 512mb,http://www.google.com/base/feeds/snippets/17244314871392617212
apple .mac 4.0 1yr new or renewal internet service,99.99,,,http://www.google.com/base/feeds/snippets/17298610841039937504
microspot x-rip large format print driver for os x,335.99,,system requirements: operating system: mac osx 10.2 or higher processor: power mac g3 with 450mhz or higher memory (ram): 128 mb free hard disk space: 520mb connection methods: tcp/ip network (jet direct/app socket) direct usb usb parallel converter ...,http://www.google.com/base/feeds/snippets/17215854618313178923
adobe contribute cs3 upgrade,82.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram 1.4gb free hard-disk space 1024 x 768 display resolution dvd-rom drive internet or phone connection required for product activation firefox 2.0 required for ...,http://www.google.com/base/feeds/snippets/17511510969143463932
valusoft tune transfer for ipod,21.99,,system requirements: (works with ipod and ipod shuffle) macintosh requirements: ? system os x (10.1.5) or higher ? g3 400 mhz processor ? 128 mb ram ? 100 mb free hd space ? cd-rom drive ? working usb 2.0 or firewire connection to ipod pc ...,http://www.google.com/base/feeds/snippets/17512159947329144136
git amazing spider-man the complete collection dvd-rom,42.99,,,http://www.google.com/base/feeds/snippets/17555720475076621347
intuit quicken 2007 macintosh,69.99,,system requirements: operating system: mac os v10.3.9 mac os v10.4.5 or later (including tiger) hard disk space: 1 gb free hard disk space * some features require access to the internet. ** quickentry dashboard widget requires mac os v10.4.6 or ...,http://www.google.com/base/feeds/snippets/17570801106897429429
legion arena,37.99,,system requirements: mac os x v10.3.9 or later 1ghz g4/g4/intel mac 256 mb ram 1 gb hd space 32 mb vram internet connection (for net play),http://www.google.com/base/feeds/snippets/17408691567696039043
adobe photoshop cs3 extended for mac upgrade,329.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram 64mb vram 2gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive internet or ...,http://www.google.com/base/feeds/snippets/17409309332075689843
adobe lightroom version 1 for windows and mac academic,99.99,,windows system requirements microsoft® windows® xp with service pack 2 intel® pentium® 4 processor 768mb of ram (1gb recommended) 1gb of available hard-disk space 1024x768 screen resolution cd-rom drive macintosh system requirements mac os x v.10.4 ...,http://www.google.com/base/feeds/snippets/17796380407605098808
microsoft office 2004 standard,369.99,,system requirements: g3 mac os x-compatible processor or higher mac os x version 10.2.8 or later 256 mb of ram 450 mb of available hard-disk space for a recommended install of office; 630 mb for a full drag-and-drop install of office cd-rom drive,http://www.google.com/base/feeds/snippets/17784299186975876292
allume stuffit deluxe 11 os x 10.4 or higher,79.99,,requires mac os x 10.4 or later...,http://www.google.com/base/feeds/snippets/18004448735840625942
nova print explosion deluxe 3.0,46.99,,system requirements ilife® support spectacular scrapbook thousands of new greeting cards brand new look universal binary,http://www.google.com/base/feeds/snippets/17823721749459533075
micromat techtool protege utility with 1gb firewire flash drive,219.99,,system requirements ppc g3 or better capable of booting from firewire mac os x 10.4 or greater dvd-rom drive firewire port 512 megabytes ram or higher,http://www.google.com/base/feeds/snippets/17666397403215916975
chronos stickybrain 3.0,39.99,,system requirements ? apple macintosh g3 or higher ? mac os x v10.3 or later (tiger compatibility information) ? 60mb of available disk space ? cd-rom drive,http://www.google.com/base/feeds/snippets/17708460496974727302
allume spring cleaning 9.0,45.99,,system requirements mac os 10.4 or higher system snapshot requires mac os 10.3.9 or higher,http://www.google.com/base/feeds/snippets/18227817484834707150
allume smith micro faxstf pro,44.99,,system requirements powerpc g3 or intel equipped mac mac os x 10.3.9 or higher apple-supplied internal modem or a usb modem that supports mac os x and an analog telephone line,http://www.google.com/base/feeds/snippets/18190371164810858934
adobe cs3 production premium academic,569.99,,system requirements multicore intel processor (adobe photoshop® extended illustrator® flash® professional and after effects® professional are universal binary and also work on a powerpc® g4 or g5 processor; adobe onlocation? is a windows ...,http://www.google.com/base/feeds/snippets/18274317756231697680
freeverse burning monkey solitaire 3d,24.99,,system requirements: os: 9.0 quicktime 5 ram requirements: 10 mb hard drive requirements: 15 mb,http://www.google.com/base/feeds/snippets/18106742966338682113
allume internet cleanup 4.0,29.99,,requires mac os x 10.4 or later...,http://www.google.com/base/feeds/snippets/18053348848713858697
graphicsim istopmotion,39.95,,system requirements: mac os x v10.3 or newer mac os x tiger strongly recommended (mac os x v10.2.x users please stay with istopmotion 1.5 mac os x v10.4 tiger users please get version 1.8.1 or later.) quicktime 6.4 or newer the latest version ...,http://www.google.com/base/feeds/snippets/16351355486478883410
microsoft office 2004 std upgrade,219.99,,system requirements: g3 mac os x-compatible processor or higher mac os x version 10.2.8 or later 256 mb of ram 450 mb of available hard-disk space for a recommended install of office; 630 mb for a full drag-and-drop install of office cd-rom drive ...,http://www.google.com/base/feeds/snippets/16388256207576026986
prosoft engineering drive genius 1.5,84.99,,product datasheet [pdf: 816kb],http://www.google.com/base/feeds/snippets/16319944090637292990
adobe cs3 design standard upsell,934.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 5.3gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ...,http://www.google.com/base/feeds/snippets/16406760233183606059
graphic sim x-plane 8,47.99,,system requirements: required: dvd-rom drive mac os x. or windows® 98 / me / 2000 / xp processor: 400 mhz 128mb ram. available hard drive: 6 gb. video card: 32 mb vram 3d supporting the opengl® api. recommended: usb joystick. processor: 1.0 ghz ...,http://www.google.com/base/feeds/snippets/16445577344159065644
quark xpress 7 upgrade (no returns),239.99,,system requirements: macintosh computer with powerpc: operating system: mac os x v10.4 or later minimum 128mb total ram 300mb available hard disk space for quarkxpress installation tcp/ip network for site license (using qla) cd-rom drive for ...,http://www.google.com/base/feeds/snippets/16465257250494671490
freeverse burning monkey mahjong 3d,24.99,,system requirements: mac os x 10.2.8+ 64 mb ram 60 mb hard drive space 16mb vram,http://www.google.com/base/feeds/snippets/16699804671191247885
adobe cs3 production premium,1749.99,,system requirements multicore intel processor (adobe photoshop® extended illustrator® flash® professional and after effects® professional are universal binary and also work on a powerpc® g4 or g5 processor; adobe onlocation? is a windows ...,http://www.google.com/base/feeds/snippets/16579315096492817894
intuit quickbooks pro 2007 for mac,185.99,,recommended system configuration computer: macintosh with g4 g5 or intel core processor operating system: mac 0s x v10.4.7 memory: 256 mb installed ram hard disk space: at least 100 mb of free disk space monitor: color monitor with 1280x854 minimum ...,http://www.google.com/base/feeds/snippets/16714036815187031033
adobe indesign cs3 for mac upgrade from pagemaker,205.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 256mb ram (512mb recommended) 1.6gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,http://www.google.com/base/feeds/snippets/16934204320953872944
git 40 years of marvel x-men dvd-rom,42.99,,,http://www.google.com/base/feeds/snippets/17072957672946519930
apple mac os x 10.4.6 tiger family pack,185.99,,what's included with tiger in the box installation dvd xcode 2 developer tools installation and setup guide welcome to mac os x tiger user guide applications address book 4 automator calculator 4 chess dashboard dictionary dvd player 4.5 font book 2 ...,http://www.google.com/base/feeds/snippets/17214545032473425136
belight swift publisher page layout software,39.99,,system requirements: mac os x 10.3 or later. tiger compatible.,http://www.google.com/base/feeds/snippets/17104623549372310375
aspyr zoo tycoon 2,38.99,,system requirements: macintosh computer with a g4 800mhz or faster processor using osx v. 10.2.8 or higher 256mb ram and a 32mb video card.,http://www.google.com/base/feeds/snippets/17081837201771092975
appleworks 6.2 for mac,75.99,,contents: cd-rom containing appleworks 6.2.9 software and electronic documentation getting started manual installation manual quick reference card requirements an apple computer with a powerpc processor 24mb of physical ram with virtual memory set ...,http://www.google.com/base/feeds/snippets/15203735208016659510
play music together dvd by iplaymusic mac,32.99,,featured songs: if you're happy and you know it the wheels on the bus he's got the whole world in his hands i've been working on the railroad the crawdad song abc song / twinkle twinkle little star medley system requirements: macintosh computer with ...,http://www.google.com/base/feeds/snippets/15299848488500055875
mediafour macdrive 6 - access mac partition in windows,43.99,,system requirements: microsoft® windows xp 2003 server 2000 me 98se with internet explorer 6 (or newer). macdrive is intended for use on english operating systems. use on non-english operating systems may be possible although not supported at ...,http://www.google.com/base/feeds/snippets/15404585187042606500
laughingbird the flash ad creator,34.99,,,http://www.google.com/base/feeds/snippets/15423446152280840126
civilization iv mac os x aspyr,45.99,,system requirements: operating system: mac os x 10.3.9 or later cpu processor: powerpc g5 or intel chipset cpu speed: 1.8 ghz or faster memory: 512 mb or higher hard disk space: 3.5 gb free disk space video card (ati): radeon 9600 or better video ...,http://www.google.com/base/feeds/snippets/15564784742978828373
git comic book library collector's edition vol. 1,19.99,,platforms: mac os x windows nt / 98 / xp / me / 2000,http://www.google.com/base/feeds/snippets/15893880004435051441
emc insignia retrospect workgroup 6 upgrade,162.99,,click here to download the pdf datasheet. system requirements: backup system requirements for retrospect server mac os 9 mac os x or mac os x server 10.1.5 or later* 256 mb of ram (512 mb recommended) hard disk with at least 200 mb free network ...,http://www.google.com/base/feeds/snippets/15750563360709921261
miraizon cinematize 2,65.99,,system requirements: a power macintosh g3 or later computer mac os x 10.2 or higher quicktime 6.0 or later approximately 2.5 mb of hard disk space (additional space is needed for extracted files) 128 mb or more of ram 256 mb or more of ram ...,http://www.google.com/base/feeds/snippets/15911936238938935149
adobe cs3 design premium academic,575.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 6.3gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ...,http://www.google.com/base/feeds/snippets/15897742829993345210
belight business card composer,39.99,,system requirements: mac os x 10.2 or later.,http://www.google.com/base/feeds/snippets/15937975832085771486
totally spies total swamp romp by brighter minds,19.99,,macintosh system requirements: max os x 10.1.5 or higher 400mhz powerpc® g4 processor 150mb free hard drive space 64mb ram 16-bit color video card 8x cd-rom drive mouse,http://www.google.com/base/feeds/snippets/15944513620809178120
caillou ready for school by brighter minds,19.99,,macintosh minimums requirements 266mhz g3 processor os 9.2.2 os x (in classic mode) 64mb ram 200mb free hard drive space 8x cd-rom drive 16mb color video card thousands of colors @ 800 x 600 mouse quicktime 5 or later,http://www.google.com/base/feeds/snippets/16019355033889363381
totally spies zombie jamboree by brighter minds,9.99,,minimum requirements: mac minimums: g4 800mhz or equivalent 128 mb free ram 150 mb free hard disk mouse mac os 10.1.5 or later pc minimums: windows 98/2000/xp - pentium iii 400mhz or equivalent 128mb free ram 150mb free hard drive space 8x cd-rom ...,http://www.google.com/base/feeds/snippets/15998338875089949975
apple final cut express hd 3.5,299.99,,system requirements macintosh computer with 500mhz or faster powerpc g4 or g5 (550mhz for powerbook g4) or intel core duo 512mb ram 1024-by-768 or higher resolution display agp or pci express quartz extreme graphics card mac os x v10.4.6 or later ...,http://www.google.com/base/feeds/snippets/14415907760923977024
microsoft office 2004 student/teacher,145.99,,system requirements: g3 mac os x-compatible processor or higher mac os x version 10.2.8 or later 256 mb of ram 450 mb of available hard-disk space for a recommended install of office; 630 mb for a full drag-and-drop install of office cd-rom drive,http://www.google.com/base/feeds/snippets/14391445631859374347
adobe cs3 design standard upgrade,413.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 5.3gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ...,http://www.google.com/base/feeds/snippets/14054232840925252286
leister reunion 9.0 - genealogy software,89.99,,system requirements mac os x 10.3.9 or newer.,http://www.google.com/base/feeds/snippets/13943198822813790646
apple logic express 7.2 upgrade from v.6,99.99,,top reasons to get logic express 7.2 universal compatibility: logic express 7.2 is a universal application which means it's designed to run natively on both intel- and powerpc-based macs. stay compatible as apple continues to deliver new ...,http://www.google.com/base/feeds/snippets/13919947739364726744
destineer railroad tycoon 3,21.99,,system requirements: macintosh computer running osx v10.2.8 or higher 400mhz or faster processo 256mb ram 32mb or higher (nvidia geforce 2/ati radeon recommended) video card 1.2gb free hard drive space 8x cd-rom drive local area network with tcp/ip ...,http://www.google.com/base/feeds/snippets/13871525141591734359
adobe cs3 master collection upsell from cs1,2054.99,,,http://www.google.com/base/feeds/snippets/14992670292987095559
adobe soundbooth cs3 academic,95.99,,system requirements multicore intel processor mac os x v.10.4.9 512mb of ram (1gb for dv playback; 2gb for hdv and hd playback) 10gb of available hard-disk space 1280x900 monitor resolution with 32-bit video card and 16mb of vram core audio ...,http://www.google.com/base/feeds/snippets/14824450046380908303
allume aquazone bass edition,19.99,,mac os x 10.3 or newer; 256 mb ram; 100 mb available disk space; monitor supporting ?millions? of colors.,http://www.google.com/base/feeds/snippets/14792132642669527606
adobe cs3 master collection,2499.99,,system requirements powerpc® g4 or g5 or multicore intel processor (adobe premiere® pro encore® and soundbooth? require a multicore intel processor; adobe onlocation? cs3 is a windows application and may be used with boot camp) mac os x v.10.4.9; ...,http://www.google.com/base/feeds/snippets/14812439490848045578
adobe dreamweaver cs3 upgrade,205.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram (1gb recommended) 1.4gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,http://www.google.com/base/feeds/snippets/14736350815466474940
adobe pagemaker 7.0 for mac version upgrade,79.99,,system requirements: mac minimum ram required 16mb recommended ram 32mb minimum disk space required 100 disk space measurement unit mb recommended disk space 150 required cpu type powerpc 601 required cpu speed 100mhz additional details power ...,http://www.google.com/base/feeds/snippets/14758105640999079833
zend studio 5.1 php integrated development environment,249,,zend studio 5 professional delivers the ease-of-use scalability reliability and extensibility that professional developers need: new - directly view and debug your application in zend studio's internal browser with internet explorer integration ...,http://www.google.com/base/feeds/snippets/14641221219676710452
ableton live 6 audio production software academic,299.99,,mac minimum system requirements any g3 or faster (including intel-based mac computers) 512mb ram recommended mac os x 10.2.8 or later,http://www.google.com/base/feeds/snippets/13460997999718793081
fogware hyb history dvd,21.99,,windows: windows 2000 xp 128 mb ram dvd drive sound card microphone for recording macintosh: os x dvd drive sound card,http://www.google.com/base/feeds/snippets/13482242609904424371
microsoft windows vista business retail no open box returns,299.99,,system requirements pc with pentium 1 ghz 32-bit (x86) or 64-bit (x64) processor 1 gb of ram or more recommended 40 gb of available hard-disk space and requires an additional 15 gb of available hard-disk space. graphics process unit windows aero ...,http://www.google.com/base/feeds/snippets/13321642681501377375
adobe cs3 web premium academic,479.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 7gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom ...,http://www.google.com/base/feeds/snippets/13365560138280920485
destineer halo,29.99,,minimum: macintosh computer with 800mhz g4/g5 or faster processor mac os x v10.2.8 or higher 256mb ram 32mb agp video card (geforce 2mx/ati 7500 or better) 1.4gb hard disk space internet or lan connection required for online play. recommended: 1ghz ...,http://www.google.com/base/feeds/snippets/13286819633533674312
freeverse 3d bridge deluxe,24.99,,bridge. you've heard of it. now you can play online using our award winning 3d cardgames engine to see if you really are as good as you say. take your weekly bridge party across the world with anyone and everyone who has a hankering for this ...,http://www.google.com/base/feeds/snippets/13235146651353177601
aspyr roller coaster tycoon 3 mac os x,45.99,,system requirements: operating system: mac os x 10.3.9 or later cpu processor: powerpc g4/g5 or later cpu speed: 1ghz or faster (1.2ghz recommended) memory: 256 mb or higher (512 mb recommended) hard disk space: 2.0 gb free disk space video card ( ...,http://www.google.com/base/feeds/snippets/13230504925826567019
allume aquazone seven seas deluxe edition,24.99,,10.3 or newer; powerpc g4 or better; 256 mb ram; 100 mb available hard disk space; color monitor of 800 x 600 resolution or higher supporting ?millions? of colors.,http://www.google.com/base/feeds/snippets/13747478666009449997
john deere: busy days in deerfield valley by bold games,21.99,,system requirements: mac: power mac g3 800mhz or faster processor with 128mb ram os x v10.1.5 or higher 350mb hard drive space cd-rom drive. windows: windows® me/xp/2000 with a pentium iii 800 mhz or faster with 128mb ram 350mb hard drive space cd ...,http://www.google.com/base/feeds/snippets/13809600021930717984
allume poser 7,179.99,,macintosh with powerpc processor: mac os x v.10.3.9 or 10.4 (universal binary) 700 mhz g4 processor 512 mb system ram (768 mb or more recommended) opengl enabled graphics card or chipset recommended (recent nvidia geforce and ati radeon preferred) ...,http://www.google.com/base/feeds/snippets/13653159525369338466
now software now up-to-date and contact,109.99,,requires os x 10.3.9 and above.,http://www.google.com/base/feeds/snippets/13561687450780175373
corel painter x academic,94.99,,system requirements mac os x (version 10.3.9 or higher with latest revision applied) macintosh® computer with a 700 mhz or faster power pc® g4 power pc g5 or intel® processor 256 mb of ram (512 mb recommended) mouse or tablet 24-bit color display ...,http://www.google.com/base/feeds/snippets/12662824890153121005
aspyr the sims 2,45.99,,system requirements: operating system: mac os x 10.3.8 or later cpu processor: powerpc g4/g5 cpu speed: 1.2ghz or faster memory: 256 mb or higher hard disk space: 3gb free disk space video card (ati): radeon 9000 or better video card (nvidia): ...,http://www.google.com/base/feeds/snippets/12911813140487249020
boohbah zone by brighter minds,19.99,,minimum requirements: macintosh minimums os 9.x - 300mhz g3 os x native - 400mhz g4 128mb ram 32mb free ram (os 9 only) 50mb free hard drive space 4x cd-rom drive 16-bit color video card 800 x 600 resolution mouse or other pointing device,http://www.google.com/base/feeds/snippets/12346989394912200244
extensis suitcase fusion 1u box,99.99,,macintosh system requirements current version: 12.0.1 mac os x 10.3.9 or higher g4 processor at 1ghz or faster 256mb ram (512mb recommended) 30mb or more font storage cd-rom for installation,http://www.google.com/base/feeds/snippets/12329058540425314571
detto move2mac usb kit (to move data from pc to ma,44.99,,pc with 486 or higher processor microsoft internet explorer 4.01* or higher mouse (highly recommended) keyboard any of the following operating systems: microsoft windows 98 98se millennium 2000 or xp 32 mb ram 30 mb hard drive space cd rom drive ...,http://www.google.com/base/feeds/snippets/13036666023758000710
adobe cs3 web standard academic,389.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 4.5gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ...,http://www.google.com/base/feeds/snippets/13129018892795959281
aspyr call of duty 2 mac,47.99,,system requirements: final system requirements will be given once testing of those requirements is complete. important note: because all users have different ideas of what it means for a game to be 'playable' some users may feel a game plays fine ...,http://www.google.com/base/feeds/snippets/12845228373531717554
ubi soft myst v: end of ages limited edition,59.99,,mac® system requirements: supported os: os x® 10.2.8 or higher 10.3.9 recommended processor: 1 ghz g4 (1.6 ghz g4 or higher recommended) ram: 256 mb (512 mb recommended) video card: 32 mb video card supporting 32-bit color (see supported list*) ...,http://www.google.com/base/feeds/snippets/12845828276850775134
allume stuffit deluxe 10.0 os x 10.4 or higher,69.99,,system requirements mac os 10.3 or better. mac os 10.4 tiger is required for automator and spotlight support.,http://www.google.com/base/feeds/snippets/12825336441689158397
filemaker server 8 advanced upgrade (from server 7 advanced),699.99,,system requirements: this is an upgrade from filemaker server 7 advanced so you must have a fully licensed version 7 to purchase this product. 1-50 clients macintosh macintosh computer with powerpc g4 or g5 processor macintosh computer with ...,http://www.google.com/base/feeds/snippets/12833441979574255694
makemusic finale educator solutions bundle finale 2007 smartmusic 9.0,299,,system requirements 867mhz g4 processor or higher 512 mb ram (256mb ram minimum) mac os 10.3.9 or higher 700 mb free disk space cd-rom drive monitor resolution of 1024x768 (800x600 minimum) microphone and microphone adaptor headphones or speakers ...,http://www.google.com/base/feeds/snippets/12949608877313010923
nova greeting card factory for mac,41.99,,system requirements mac os x (system 10.1 or later) or mac os 9 (system 9.1 or later) cd-rom drive beautiful results with all popular printers - inkjet and laser - including epson hp canon lexmark and more.,http://www.google.com/base/feeds/snippets/12956485848771496004
adobe indesign cs3 for mac academic,192.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 256mb ram (512mb recommended) 1.6gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,http://www.google.com/base/feeds/snippets/12910379210003509266
freeverse burning monkey solitaire 4.0,24.95,,system requirements mac os x 10.3.9 or greater 128 mb ram (256 mb preferred) 32mb vram (video ram) 500 mb mb hard drive space,http://www.google.com/base/feeds/snippets/13127837519859196528
adobe photoshop cs3 for mac,609.99,,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 512mb ram 64mb vram 2gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive internet or ...,http://www.google.com/base/feeds/snippets/11553460726656084647
computrace lojack for laptops - 1 yr subscription,45.99,,refuse to be a victim of crime: fact: your laptop has a 1 in 10 chance of being lost or stolen this year. fact: according to fbi estimates the second most common crime just after identity theft is laptop theft. each year 2 million notebook ...,http://www.google.com/base/feeds/snippets/11524039735478682676
git captain america: the complete collection dvd-rom,42.99,,,http://www.google.com/base/feeds/snippets/11404109022171531561
broderbund mavis beacon teaches typing standard17,22.99,,macintosh® minimum system requirements: powerpc g3 333-mhz processor or faster mac os 9.2 mac os 10.2.2 and higher 64 mb ram for mac os 9.2 128 mb ram for mac os 10.2.8-10.3.9 256 mb ram for mac os 10.4.x 16x cd-rom drive 360 mb free hard disk ...,http://www.google.com/base/feeds/snippets/12929795214910360357
brighter minds backyard sports,19.99,,,http://www.google.com/base/feeds/snippets/15052254484804072386
modeless software liquid ledger personal finance,71.99,,works on mac os x intel mac os x,http://www.google.com/base/feeds/snippets/11826796220164615935
extensis portfolio 8,195.99,,system requirements windows current version: 8.1 windows 2000 xp or higher pentium class processor at 1ghz or faster 256mb ram (512mb recommended) xga or higher display at millions of colors 200mb hard drive space cd-rom for installation network ...,http://www.google.com/base/feeds/snippets/11829938385250188093
apple logic express 7.2,299.99,,top reasons to get logic express 7.2 universal compatibility: logic express 7.2 is a universal application which means it's designed to run natively on both intel- and powerpc-based macs. stay compatible as apple continues to deliver new ...,http://www.google.com/base/feeds/snippets/12105115514315351902
apple iwork '06,79.99,,,http://www.google.com/base/feeds/snippets/11630432614273539055
apple garageband jam pack: rhythm section,95.99,,system requirements requires garageband (installed with ilife '04 or '05)* logic express 7 or logic pro 7. soundtrack supports loops only in jam packs. macintosh computer with g3 600mhz processor or higher to use apple loops (g4 or g5 required for ...,http://www.google.com/base/feeds/snippets/11641601394104549163
destineer tropico 2: pirate cove,29.99,,system requirements: macintosh computer with an 800 mhz or faster processor os x version 10.2.8 or higher 256 mb ram os x-compatible 32mb+ video card (graphics accelerator) cd/dvd-rom drive 1.8 gb free hard drive space,http://www.google.com/base/feeds/snippets/11654629063147846560
microsoft word 2004,209.99,,system requirements: g3 mac os x compatible. mac os x version 10.2 or later. 128 mb of ram. 196 mb of available hard disk space for a default installation; the hard-disk space requirement varies according to the components you choose to install and ...,http://www.google.com/base/feeds/snippets/11687167580478628748
filemaker server 8 upgrade (from server 7),279.99,,system requirements for 1-50 clients this is an upgrade from filemaker server 7 so you must have a fully licensed version 7 to purchase this product. macintosh macintosh computer with powerpc g4 or g5 processor macintosh computer with intel-based ...,http://www.google.com/base/feeds/snippets/11734692733566603657
spyware x-terminator 2005,29.99,,spyware x-terminator 2005 provides constant monitoring and protection for your computer while browsing the internet against spyware adware dialers browser hijackers trojans cookies key loggers trackware and other malware out there. the new ...,http://www.google.com/base/feeds/snippets/15910785112023010514
microsoft(r) money 2007 premium,69.99,,microsoft money 2007 premium includes everything in microsoft money 2007 deluxe plus a suite of tools that help you plan and achieve long-term financial goals optimize investments and make tax-smart investment decisions. whether you are upgrading ...,http://www.google.com/base/feeds/snippets/15988714852413665745
nintendo gamecube: sonic adventure dx,19.95,,sonic the hedgehog returns in a special directors cut edition of one of the most popular sonic games of all time. sonic adventure dx: directors cut features six playable characters several hours of new gameplay new hidden areas to explore and ...,http://www.google.com/base/feeds/snippets/15975701052663506085
elibrium webshop platinum,77.33,,web shop platinum lets you easily create manage and publish your e-commerce site. includes everything necessary to successfully sell over the internet. perfect for small businesses wanting to sell their products over the web.,http://www.google.com/base/feeds/snippets/15968024348116246841
emc deployment mgr per/u 40001-50000u - webexp-50000,80382,,,http://www.google.com/base/feeds/snippets/14046264883932797509
emc deployment mgr per/u 30001-40000u - webexp-40000,80382,,,http://www.google.com/base/feeds/snippets/14092268280623326615
pinnacle studio ultimate version 11,129.98,,studio ultimate helps you harness the power of the latest in technology - hd windows vista web publishing and more.,http://www.google.com/base/feeds/snippets/15850411959499321178
microsoft academic microsoft office project 2003 professional,176.99,,designed to improve your ability to organize work and communicate effectively.,http://www.google.com/base/feeds/snippets/15900908228724186506
activision inc. guitar hero 2 game and bundle,67.99,,guitar hero 2 gives you all the excitement and thrill of being a rock star without leaving your home!! guitar hero features explosively addictive gameplay from the award-winning game developer harmonix.,http://www.google.com/base/feeds/snippets/15905434410209587172
sony psp: cabelas dangerous hunts,29.95,,our dangerous hunts game was such a success that we just had to make a second series. in dangerous hunts 2 youre going up against animals that are just as likely to be hunting you; this time however things are a lot more vicious. youll embark on ...,http://www.google.com/base/feeds/snippets/15885567401762761774
microsoft(r) office standard 2007,399.99,,quickly and easily manage your schedule and get things done at home or in the office with microsoft office standard 2007. an all-new streamlined interface plus enhanced picture charting and graphics tools make it simple to create great-looking ...,http://www.google.com/base/feeds/snippets/15762572854796538007
microsoft windows server 2003 terminal server cals 20-pack (per device),2429.99,,20-pack of additional windows server 2003 terminal server client access licenses (cals). these cals are licensed per device allowing multiple users on the same workstation to use one cal.,http://www.google.com/base/feeds/snippets/15741947924555439129
microsoft rise of nations: rise of legends for pc,16.99,,journey to the land of aio a world embroiled in an epic battle between the forces of magic and technology.,http://www.google.com/base/feeds/snippets/15803472930005112677
sony playstation 2: the grim adventures of bill and mandy,19.99,,the grim adventures of billy & mandy video game pits the characters from the popular cartoon network television show against each other in an adventure-fighting game filled with mayhem and chaos. in battle mode up to four players can use a ...,http://www.google.com/base/feeds/snippets/15826564930744658524
microsoft office basic edition 2003 - license and media,124.95,,microsoft office basic edition 2003 - license and media,http://www.google.com/base/feeds/snippets/15800184450191067839
