http://xmlns.com/foaf/0.1/gender,https://www.scads.de/movieBenchmark/ontology/name,entityUrl,https://www.scads.de/movieBenchmark/ontology/release_year,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/releaseDate,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/origin_country,https://www.scads.de/movieBenchmark/ontology/company_type,https://www.scads.de/movieBenchmark/ontology/known_for_department,https://www.scads.de/movieBenchmark/ontology/in_production,https://www.scads.de/movieBenchmark/ontology/last_air_date,https://www.scads.de/movieBenchmark/ontology/original_language,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/languages,https://www.scads.de/movieBenchmark/ontology/originalTitle,https://www.scads.de/movieBenchmark/ontology/status,http://xmlns.com/foaf/0.1/homepage,http://dbpedia.org/ontology/numberOfSeasons,http://dbpedia.org/ontology/numberOfEpisodes,http://dbpedia.org/ontology/runtime,http://dbpedia.org/ontology/budget,https://www.scads.de/movieBenchmark/ontology/revenue,https://www.scads.de/movieBenchmark/ontology/production_countries,https://www.scads.de/movieBenchmark/ontology/spoken_languages,https://www.scads.de/movieBenchmark/ontology/birthPlace,http://dbpedia.org/ontology/birthDate,https://www.scads.de/movieBenchmark/ontology/tagline,https://www.scads.de/movieBenchmark/ontology/also_known_as
,Complexly,https://www.scads.de/movieBenchmark/resource/TMDB/company100627,,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,
2,Robert Kirkman,https://www.scads.de/movieBenchmark/resource/TMDB/person1223867,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode402792,1962-01-01,30,1962-09-11,1,,Long Live the Sultan,,,,,,,,,,,,,,,,,,,,,,
1,Clare Holman,https://www.scads.de/movieBenchmark/resource/TMDB/person47742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Richard Morris,https://www.scads.de/movieBenchmark/resource/TMDB/person43817,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
2,Jason Calder,https://www.scads.de/movieBenchmark/resource/TMDB/person172901,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Christopher Gunning,https://www.scads.de/movieBenchmark/resource/TMDB/person16929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Miranda Sink,https://www.scads.de/movieBenchmark/resource/TMDB/person1463367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/movie552559,2016-01-01,,2016-06-04,,"A performance of some of Nelson Algren's greatest and least known works, performed live at the Steppenwolf theatre in Algren's hometown, Chicago.",Nelson Algren Live,,,,,,en,Drama,,Nelson Algren Live,Released,,,,77,0,0,United States of America,,,,,
0,Adrian O'Neil,https://www.scads.de/movieBenchmark/resource/TMDB/person2153597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ward,https://www.scads.de/movieBenchmark/resource/TMDB/person1857469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fung Hak-On,https://www.scads.de/movieBenchmark/resource/TMDB/person118745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Hector Malot,https://www.scads.de/movieBenchmark/resource/TMDB/person24868,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode879430,2003-01-01,14,2003-01-29,1,,Episodio 14,,,,,,,,,,,,,,,,,,,,,,
,Michael Gans,https://www.scads.de/movieBenchmark/resource/TMDB/person1486692,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
2,Jack McKenzie,https://www.scads.de/movieBenchmark/resource/TMDB/person1211845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Clive Roberts,https://www.scads.de/movieBenchmark/resource/TMDB/person578329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jasna Spaic,https://www.scads.de/movieBenchmark/resource/TMDB/person1600459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode463168,1960-01-01,27,1960-04-18,1,,Heads You Lose,,,,,,,,,,,,,,,,,,,,,,
0,Frederic Evard,https://www.scads.de/movieBenchmark/resource/TMDB/person63601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1340804,2017-01-01,13,2017-08-01,4,"Kara's discovery that Mary Jane is sleeping with Justin sends their friendship into a tailspin and upsets the power dynamic at the studio. Sensing there's more to Mary Jane's break up with Lee, Helen sends Niecy to New York.",Feeling Exposed,,,,,,,,,,,,,,,,,,,,,,
2,Jun Fukuyama,https://www.scads.de/movieBenchmark/resource/TMDB/person131563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Regina Adams,https://www.scads.de/movieBenchmark/resource/TMDB/person1839474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode104714,2000-01-01,3,2000-03-10,3,,Episode 3,,,,,,,,,,,,,,,,,,,,,,
0,Oscar Simch,https://www.scads.de/movieBenchmark/resource/TMDB/person1523919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1707739,2019-01-01,16,2019-03-01,3,"The DiMeos come together to help JJ shoot a last-minute film for his college application, working against the clock and Maya’s own best interests. Jimmy makes an embarrassing gaffe with JJ’s beloved, and Kenneth and Ray scramble to suppress embarrassing secrets.",W-H– WHEELCHAIR P-L– PLANET,,,,,,,,,,,,,,,,,,,,,,
2,Nino Rota,https://www.scads.de/movieBenchmark/resource/TMDB/person3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Juliana Paes,https://www.scads.de/movieBenchmark/resource/TMDB/person228059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1038921,,8,,1,"Jacques was born hungry so many of his first courses are easily adapted to main courses. Baby Mozzarella Salad, Scrambled Eggs with Mushrooms and Truffles, Sautéed Quail with Raita, and Cubed Potatoes with Garlic and Sage are all easily adjusted to fit different appetites. Jacques' good friend, Jean-Claude Szurdak, stops by and offers to prepare Pears in Honeyed Wine as a welcome dessert.",Earthy Delights,,,,,,,,,,,,,,,,,,,,,,
2,Kyle Secor,https://www.scads.de/movieBenchmark/resource/TMDB/person40258,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
0,Patricia D. Abbot,https://www.scads.de/movieBenchmark/resource/TMDB/person1462236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode516564,2010-01-01,1,2010-11-09,4,"'The notorious baby-faced underworld figure who police believe killed 10 people pleaded guilty to the murders of Mark Malia (August 2003), Jason Moran (June 2003) and Lewis Moran (March 2004). He was killed in April 19, 2010 with extreme violence by a prison inmate whilst serving 35 years in a maximum security prison for these murders. He had previously been found guilty of the murder of Michael Marshall, who was shot dead outside his Toorak home in October 2003. The murders occurred at the height of Melbourne's notorious gangland war that raged between 1998 and 2006, leaving 27 dead.Williams mother, Barbara, publicly defended her son after his jailing and berated the trial judge. The Moran family had dominated Melbourne's criminal world for more than a decade when Williams vowed to wipe them out. In November 2007, Carl’s father, George, was jailed for a minimum of 20 months for a massive drug trafficking operation which he carried out with his son.Over two and half years Carl made about $500,000 selling methamphetamine. George, now 63, lives in suburban Broadmeadows, Melbourne, and suffers from chronic heart disease, diabetes, anxiety and depression. Barbara committed suicide at her Essendon home in December 2008, and their other son Shane died of a heroin overdose aged 31.",CIA: FAMILIES OF CRIME - Baby Faced Killer,,,,,,,,,,,,,,,,,,,,,,
2,André S. Labarthe,https://www.scads.de/movieBenchmark/resource/TMDB/person18199,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
2,Jo Bok-rae,https://www.scads.de/movieBenchmark/resource/TMDB/person1428091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ève Salvail,https://www.scads.de/movieBenchmark/resource/TMDB/person937052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode937744,1995-01-01,9,1995-05-08,1,"Julie's in the bathroom.  Maxx finally takes Julie to the Outback.  However, the scale is different and Maxx and Julie are the biggest things there.  Sarah finds a piece of talking clay at school.  Mr. Clay wants her to take him to Julie's apartment.  Mr.  Clay promises to show Sarah her spirit animal in exchange for taking him to Julie's apartment.  Mr.  Clay's voice is strangely familiar.  Maxx continues to battle the Isz.  Mr. Gone appears in Pangaea and watches Julie discovers a fort that she had built as a child.  She also remembers her pet rabbit.  Mr. Gone attempts to halt Julie's memories, for his own safety.",Episode 9,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199064,2010-01-01,28,2010-02-02,5,,Concrete Finisher,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1262600,2017-01-01,3,2017-01-31,4,An interview with a fiery reality star makes Mary Jane a social media sensation. Things rapidly heat up with Lee.,Getting Real,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1320571,2017-01-01,10,2017-05-30,5,The Underwoods and their team angle to undermine the revived committee investigating Frank. Hammerschmidt's investigation heats up.,Chapter 62,,,,,,,,,,,,,,,,,,,,,,
0,Jamie White,https://www.scads.de/movieBenchmark/resource/TMDB/person2010295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311213,1998-01-01,2,1998-10-16,7,"'Sheppard and Lewis investigate the death of a man who has a twin brother. Gharty talks about wanting to live his life; he and Ballard go to the hospital to investigate the death of a teenager. Bayliss has interest in Sheppard; later he seeks advice from Stivers, who tells him to get in line behind Lewis and Falsone. Lewis and Sheppard interview the remaining twin and his mother; she confirms his story and they try to point to the dead twin's girlfriend. Meanwhile the friend of the teenage victim in Ballard and Gharty's case confesses that his friend wasn't shot in Baltimore, but rather D.C.; he drove his friend back to Baltimore so their parent's wouldn't ''''kill them'''' for buying drugs in D.C. Gee hopes to get the case moved to D.C. Mike Giardello puts in for his FBI transfer, but the only openings they have in the area are for liaisons to local police departments. He interviews with Gaffney, who is so open to the idea, he can't wait to tell Gee. That's something Mike was going to wait f",Brotherly Love,,,,,,,,,,,,,,,,,,,,,,
0,David O'Neil,https://www.scads.de/movieBenchmark/resource/TMDB/person2153610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694466,1959-01-01,14,1959-01-04,6,,The Break-Off,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode498668,1994-01-01,11,1994-11-19,2,'A hunter tells the story how he hunted in the amazon forest to the brink of extinction.,Hunted,,,,,,,,,,,,,,,,,,,,,,
0,Mark Kueffner,https://www.scads.de/movieBenchmark/resource/TMDB/person1649592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kerry Shawcross,https://www.scads.de/movieBenchmark/resource/TMDB/person1262836,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1350031,2017-01-01,3,2017-08-14,2,,Episode 3,,,,,,,,,,,,,,,,,,,,,,
0,Yoon Sang-ho,https://www.scads.de/movieBenchmark/resource/TMDB/person1987137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324171,2004-01-01,2,2004-01-11,4,'Ben Stiller gets upset when Larry refuses to sing ''Happy Birthday'' to him.  Larry then hits him in the eye with a toothpick.,Ben's Birthday Party,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode521722,1963-01-01,26,1963-04-08,1,"During an exhibition of Indian archery, a government official is killed.",Weapons Man,,,,,,,,,,,,,,,,,,,,,,
0,Sue Field,https://www.scads.de/movieBenchmark/resource/TMDB/person1413808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yoon Yi-Soo,https://www.scads.de/movieBenchmark/resource/TMDB/person2150209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Denver Pyle,https://www.scads.de/movieBenchmark/resource/TMDB/person6462,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
0,Elske Falkena,https://www.scads.de/movieBenchmark/resource/TMDB/person968348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382490,2003-01-01,48,2003-04-01,1,,Episode 48,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries6240,,,,,"'Nginiig was a weekly horror television program in the Philippines aired by ABS-CBN. It started in 2004 and wass hosted first by Raymond Bagatsing, then by Jericho Rosales and finally, Hero Angeles. The show sometimes airs on the Kapamilya ChannelThe show features real horror and paranormal stories through re-enactments based on the victims' account of the horrifying events. The victims are interviewed about the events that took place in the haunted venues and actors and actresses play them in the reconstructions.The series ended in 2006 after the director, Luis Luigi Santiago, died in 2005. Santiago, who has just completed a feature film version of the show, was passing by a bar in Makati City when a drunk male patron suddenly brandished a firearm and shot several people, including the director.Nginiig is in Southeast Asia and dictated by Aldoxia Inggtoy.",Nginiig,PH,,,true,,en,,en,Nginiig,Ended,,0,0,,,,,,,,,
1,Monica Evans,https://www.scads.de/movieBenchmark/resource/TMDB/person143770,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bruno Santamaría Razo,https://www.scads.de/movieBenchmark/resource/TMDB/person1361538,,,,,,,,,Crew,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1044033,2014-01-01,4,2014-02-04,1,"Mary Jane meets a man online; Kara’s changes prove too much for Mark. Patrick learns that celebrating his sobriety is bigger than it just being about him, Kara and Mark figure out a way to effectively communicate and work together and Mary Jane admits her addiction.",Mixed Messages,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1105989,2014-01-01,4,2014-09-24,2,,Episode 4,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode942985,2004-01-01,2,2004-06-27,1,,"Living on the edge, Kame of Isbister",,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311195,1997-01-01,8,1997-12-12,6,"Ballard and Gharty investigate the death of a man at a laundromat. The Waterfront Bar gets ready for the Christmas holiday. Munch's ex-wife, Gwen, shows up; her mother (a literary critic and author) has died. Tim goes Christmas shopping and runs into Julianna; he invites her to come to the Waterfront's Christmas celebration. Ballard and Gharty interview the victim's girlfriend (as listed in his address book). Cox informs Ballard and Gharty that the victim was HIV positive and she also convinces Kellerman to tell Lewis and Stivers about the Mahoney videotape. Munch gets his brother to give Gwen a deal on her mother's funeral arrangements. The victim's mother knew about his HIV status and about a girlfriend he didn't use protection with, whose name didn't appear in the address book. Ballard and Gharty find this woman and find that she has full-blown, terminal AIDS, and they bring her in for questioning. Ballard feels the woman has suffered enough so she is reluctant to a get her confessi",All is Bright,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1400216,2017-01-01,9,2017-12-06,2,"Two tickets to the premiere of “Star Wars: The Last Jedi” promise a glorious night for JJ and Ray … until JJ’s pulled to the dark side by a pretty classmate who hopes to take Ray’s ticket. Back at home, Maya, Jimmy and Dylan enjoy a rare night at home without the boys.  Meanwhile, Kenneth’s secret after-hours hangout at Lafayette is compromised when Dr. Miller discovers his late-night escapades.",S-T-- STAR W-- WARS W-- WARS,,,,,,,,,,,,,,,,,,,,,,
0,Tim Pastore,https://www.scads.de/movieBenchmark/resource/TMDB/person1232027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509336,2016-01-01,30,2016-09-16,1,"Monty wonders whether the Queen has perfect manners all the time, or whether even royalty slip up now and then.",The Queen,,,,,,,,,,,,,,,,,,,,,,
,SVT1,https://www.scads.de/movieBenchmark/resource/TMDB/company356,,,,,,,SE,network,,,,,,,,,,,,,,,,,,,,
2,Mars,https://www.scads.de/movieBenchmark/resource/TMDB/person119454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199027,2008-01-01,24,2008-12-02,4,Mike moves a giant cactus in Arizona and then helps raise maggots on a farm in Idaho.,Maggot Farmer,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694619,1958-01-01,13,1958-01-26,5,,Faraway Island,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode549427,1999-01-01,5,1999-03-27,1,"Electro City's most popular Celebrities including Ace Cooper and Mona Malone, are enjoying the cruise of Nova when it suddenly hits something and starts sinking. Mona falls over but Ace saves her with his cape. He stays on the ship and rescues a child from being crushed before he falls into the water. He then emerges alongside with Cosmo and Mona on their lifeboat. The next day, Ace is upset about not using his magic during the sinking so he checks out the wreck before the official investigation began. He goes scuba diving and discovers a large hole in the hull of the ship but almost lost his life confronting some large robots. Ace survives the ordeal and then goes with Cosmo to police headquarters to explain the situation to Vega. While there, they see Mr. Wolfe, curator of the Metropolitan Museum, who tells them about solid gold Mayan statues being a part of the Nova's cargo. Ace and Cosmo returns to the sunken ship. But they saw no Mayan statues. Learning from which direction the ro",The Cruise,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694429,1956-01-01,12,1956-11-11,4,,The End of the Week,,,,,,,,,,,,,,,,,,,,,,
2,Boris Khmelnitsky,https://www.scads.de/movieBenchmark/resource/TMDB/person128677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode565596,1958-01-01,19,1958-02-23,1,,The Silent Threat,,,,,,,,,,,,,,,,,,,,,,
2,Rupert Everett,https://www.scads.de/movieBenchmark/resource/TMDB/person4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sam Kieth,https://www.scads.de/movieBenchmark/resource/TMDB/person1209343,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode463163,1960-01-01,16,1960-01-25,1,"Adam stops at Jacob's trading post in New Guinea to pick up some crew members. A girl named Angel begs Troy to help save her fiance, who is trapped somewhere in the jungle.",Walk Through the Night,,,,,,,,,,,,,,,,,,,,,,
1,Genevieve Maylam,https://www.scads.de/movieBenchmark/resource/TMDB/person1588721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Nerys Hughes,https://www.scads.de/movieBenchmark/resource/TMDB/person134700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jean Chatenet,https://www.scads.de/movieBenchmark/resource/TMDB/person563730,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries60682,2002-01-01,,2002-12-21,,"Taking place one year before the events of the original Macross series, Macross Zero chronicles the final days of the war between the U.N. Spacy and anti-U.N. factions. After being shot down by the anti-U.N.'s newest fighter plane, ace pilot Shin Kudo finds himself on the remote island of Mayan, where technology is almost non-existent. While Shin stays on the island to heal his wounds, the tranquility of the island is shattered by a battle that involves the UN's newest fighter - the VF-0.",Macross Zero,JP,,,false,2004-10-22,ja, War & Politics,ja,マクロス ゼロ,Ended,,1,5,,,,,,,,,
1,Laura Fox,https://www.scads.de/movieBenchmark/resource/TMDB/person1328411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Carme Elias,https://www.scads.de/movieBenchmark/resource/TMDB/person36278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Mohammed,https://www.scads.de/movieBenchmark/resource/TMDB/person2287895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311158,1996-01-01,16,1996-03-29,4,"A young girl is murdered, in a style similar to Adena Watson's murder. Frank demands to work the case alone as Bayliss begins to think that the two crimes might be related. Bayliss' obsession with trying to get this case solved and linked to Adena's murder causes the two of them to clash. Howard learns that Brodie has a crush on her and tells him she doesn't like the joke that's being pulled-- only problem there is that it's the truth.",Requiem for Adena,,,,,,,,,,,,,,,,,,,,,,
0,John Hatt,https://www.scads.de/movieBenchmark/resource/TMDB/person2153555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sophia Goth,https://www.scads.de/movieBenchmark/resource/TMDB/person1857427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Helena Lumbreras,https://www.scads.de/movieBenchmark/resource/TMDB/person1317971,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
1,Miyuki Sawashiro,https://www.scads.de/movieBenchmark/resource/TMDB/person186341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694461,1958-01-01,9,1958-11-30,6,,The Last Witness,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode498663,1994-01-01,6,1994-10-15,2,"'Seventeen year old Nathan is a star athlete who would do anything to play pro basketball. When Nathan's fast talking Manager Marvin sets up a big time match with an unknown challenger who promises to put Nathan on Easy Street, younger brother Erin knows it's too good to be true.    ",Dead Men Don't Jump,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1112987,2015-01-01,11,2015-12-13,4,"Koyomi is confronted by Shinobu's first minion, the original apparition killer. But instead of starting a battle, the samurai makes a simple request.",[75] [EP12] Shinobu Mail - Part Five,,,,,,,,,,,,,,,,,,,,,,
0,Erin Volkman,https://www.scads.de/movieBenchmark/resource/TMDB/person1206544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sean Button,https://www.scads.de/movieBenchmark/resource/TMDB/person1447518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Peter Jessop,https://www.scads.de/movieBenchmark/resource/TMDB/person47872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A&E,https://www.scads.de/movieBenchmark/resource/TMDB/company129,,,,,,,US,network,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1305384,2017-01-01,21,2017-05-03,1,"It’s prom night, and all three DiMeo kids are going, which leaves Maya and Jimmy with a rare night to themselves. Kenneth is shocked to learn that they like to spend their nights without the kids to bring up past arguments they have bottled up or ignored in the past.",P-R–PROM,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries21962,1975-01-01,,1975-12-29,,"Life is harsh but uncomplicated and happy for the Morgan family in their coal mining village in the Rhondda Valleys. But as the 20th century approaches, the younger generation is restless.",How Green Was My Valley,GB,,,false,1976-02-02,en,Drama,"en, cy",How Green Was My Valley,Ended,http://www.bbc.co.uk/programmes/p00tjv4m,1,6,50,,,,,,,,
,Lemming Film,https://www.scads.de/movieBenchmark/resource/TMDB/company2345,,,,,,,NL,productionCompany,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode463126,1961-01-01,18,1961-02-13,2,,Act of Piracy,,,,,,,,,,,,,,,,,,,,,,
2,Rod Steiger,https://www.scads.de/movieBenchmark/resource/TMDB/person522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode256989,1997-01-01,3,1997-09-27,1,"The funerals take place and Danny tries to discover the truth behind the tragedy, but he’s not helped by the lies of Lucy Archer. Bernie Quinlan’s passion for Father Matthew grows.",Episode 3,,,,,,,,,,,,,,,,,,,,,,
0,Yoshiro Matsumoto,https://www.scads.de/movieBenchmark/resource/TMDB/person1350072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode905072,2012-01-01,9,2012-05-31,1,"Lupin and Jigen find themselves looking after a girl who was used as a living piece of art, whilst evading Fujiko, who desperately wants to kill her for personal reasons.",Steamy Desire,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182348,2008-01-01,9,2008-07-27,3,"'Dr. Jonas Venture Jr. builds a museum in honor of his ''father,'' and invites all of Jonas Sr.'s old friends and enemies to the grand opening.","Now Museum, Now You Don't",,,,,,,,,,,,,,,,,,,,,,
2,Noritaka Sakamoto,https://www.scads.de/movieBenchmark/resource/TMDB/person1274816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1303127,2017-01-01,20,2017-04-26,1,"When Maya learns JJ attempted to run away, she is determined to help him complete the task as any able-bodied person could, but her actions exasperate JJ, as he longs for independence. Meanwhile, Jimmy struggles to have hard talks with the kids without Maya, and Dylan tries to get Kenneth to revive his glory days as a high school sports star.",R-U-N-- RUNAWAY,,,,,,,,,,,,,,,,,,,,,,
2,Garth Maxwell,https://www.scads.de/movieBenchmark/resource/TMDB/person173365,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
2,Norman Foster,https://www.scads.de/movieBenchmark/resource/TMDB/person87459,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1105984,2013-01-01,12,2013-11-13,1,,Episode 12,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1267907,1984-01-01,8,1984-05-16,1,,Episode 8,,,,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311190,1997-01-01,3,1997-10-31,6,"The Wilsons go on television to offer a reward. The newspapers are making the Homicide unit look bad and Barnfather wants quick resolution to the case. The man (and his wife) who gave up Junior Bunk are murdered; Falsone and Lewis investigate. The only survivor, their young son, is brought in to find out what he remembers. His memories-- and a recorded phone message-- lead Stivers to believe a former member of the Narcotics unit is involved. The officer cops to a deal that implicates Georgia Rae Mahoney, though Giardella doesn't want to pursue that yet. Falsone's questioning of the Mahoney shooting leads Cox to doubt her actions at the time of the investigation. Incriminating evidence leads the detectives to Hal Wilson being their prime suspect. Frank goes to interview Felix and Hal Wilson; son and father confront some long-standing issues. Hal's confession is inadmissible in court, the Wilsons leave the Baltimore area, and the case remains officially open.",Blood Ties (3),,,,,,,,,,,,,,,,,,,,,,
2,Julian Ras,https://www.scads.de/movieBenchmark/resource/TMDB/person1264158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Stuart Kaminsky,https://www.scads.de/movieBenchmark/resource/TMDB/person138247,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
0,Eddie Barbini,https://www.scads.de/movieBenchmark/resource/TMDB/person1232022,,,,,,,,,Production,,,,,,,,,,,,,,,,,,,
,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509331,2016-01-01,25,2016-09-09,1,"Jeanie wishes she was a famous popstar, but Monty wonders if being famous would really be as great as his sister thinks.",Star Yeti,,,,,,,,,,,,,,,,,,,,,,
2,Ken Whittingham,https://www.scads.de/movieBenchmark/resource/TMDB/person1212689,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
