id,http://www.okkam.org/ontology_restaurant2.owl#has_category,http://www.okkam.org/ontology_restaurant2.owl#phone_number,http://www.okkam.org/ontology_restaurant2.owl#name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.okkam.org/ontology_restaurant2.owl#has_address,entityUrl,http://www.okkam.org/ontology_restaurant2.owl#city,http://www.okkam.org/ontology_restaurant2.owl#street
339,,,coffee bar,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category222,,
340,http://www.okkam.org/oaie/restaurant2-Category281,212/247-2993,la reserve,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address281,http://www.okkam.org/oaie/restaurant2-Restaurant281,,
341,http://www.okkam.org/oaie/restaurant2-Category459,415/543-2222,bizou,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address459,http://www.okkam.org/oaie/restaurant2-Restaurant459,,
342,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address745,san francisco,584 valencia st.
343,http://www.okkam.org/oaie/restaurant2-Category206,212/982-5275,caffe dante,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address206,http://www.okkam.org/oaie/restaurant2-Restaurant206,,
344,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category488,,
345,http://www.okkam.org/oaie/restaurant2-Category500,415/777-5577,one market,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address500,http://www.okkam.org/oaie/restaurant2-Restaurant500,,
346,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address286,new york,149 e. 57th st.
347,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category235,,
348,http://www.okkam.org/oaie/restaurant2-Category294,212/721-8271,lincoln tavern,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address294,http://www.okkam.org/oaie/restaurant2-Restaurant294,,
349,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address580,encino,17040 ventura blvd.
350,,,mexican,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category707,,
351,http://www.okkam.org/oaie/restaurant2-Category219,212/333-7788,china grill,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address219,http://www.okkam.org/oaie/restaurant2-Restaurant219,,
352,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address505,san francisco,1015 battery st.
353,,,french (classic),http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category11,,
354,http://www.okkam.org/oaie/restaurant2-Category513,415/986-3222,splendido embarcadero,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address513,http://www.okkam.org/oaie/restaurant2-Restaurant513,,
355,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address299,new york,800 9th ave. at 53rd st.
356,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category248,,
357,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address593,beverly hills,224 s. beverly dr.
358,,,coffee shops,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category542,,
359,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address340,new york,55 irving pl.
360,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address518,san francisco,601 hayes st.
361,http://www.okkam.org/oaie/restaurant2-Category526,415/563-9727,world wrapps,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address526,http://www.okkam.org/oaie/restaurant2-Restaurant526,,
362,,,scandinavian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category24,,
363,,,coffee shops,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category555,,
364,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address353,new york,428 amsterdam ave.  between 80th and 81st sts.
365,,,french,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category302,,
366,http://www.okkam.org/oaie/restaurant2-Category361,212/496-1066,the savannah club,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address361,http://www.okkam.org/oaie/restaurant2-Restaurant361,,
367,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address100,san francisco,777 sutter st.
368,,,caribbean,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category37,,
369,http://www.okkam.org/oaie/restaurant2-Category23,212-582-7200,21 club,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address23,http://www.okkam.org/oaie/restaurant2-Restaurant23,,
370,http://www.okkam.org/oaie/restaurant2-Category539,213-612-1580,bernard's,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address539,http://www.okkam.org/oaie/restaurant2-Restaurant539,,
371,,,international,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category390,,
372,,,french (new),http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category568,,
373,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address22,pasadena,67 n. raymond ave.
374,http://www.okkam.org/oaie/restaurant2-Category111,415-399-0499,rose pistola,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address111,http://www.okkam.org/oaie/restaurant2-restaurant211,,
375,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address366,new york,34 e. 51st st.
376,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category315,,
377,http://www.okkam.org/oaie/restaurant2-Category374,212/683-3333,water club,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address374,http://www.okkam.org/oaie/restaurant2-Restaurant374,,
378,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address113,beverly hills,9570 wilshire blvd.
379,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address660,las vegas,3700 w. flamingo rd.
380,http://www.okkam.org/oaie/restaurant2-Category36,212-477-0777,gramercy tavern,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address36,http://www.okkam.org/oaie/restaurant2-Restaurant36,,
381,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category150,,
382,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address35,new york city,12 e. 12th st.
383,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address673,las vegas,3645 las vegas blvd. s.
384,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address379,atlanta,163 ponce de leon ave.
385,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category328,,
386,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address126,los angeles,168 w. colorado blvd.
387,http://www.okkam.org/oaie/restaurant2-Category387,770/441--0291,cafe renaissance,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address387,http://www.okkam.org/oaie/restaurant2-Restaurant387,,
388,http://www.okkam.org/oaie/restaurant2-Category124,213/664-7723,cha cha cha,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address124,http://www.okkam.org/oaie/restaurant2-restaurant224,,
389,,,cuban,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category622,,
390,http://www.okkam.org/oaie/restaurant2-Category681,404-261-7015,bradshaw's restaurant,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address681,http://www.okkam.org/oaie/restaurant2-Restaurant681,,
391,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address420,atlanta,2165 cheshire bridge rd.
392,http://www.okkam.org/oaie/restaurant2-Category49,212-219-2777,montrachet,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address49,http://www.okkam.org/oaie/restaurant2-Restaurant49,,
393,,,mediterranean,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category163,,
394,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address48,new york city,57 jane st.
395,http://www.okkam.org/oaie/restaurant2-Category606,212-242-9502,corner bistro,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address606,http://www.okkam.org/oaie/restaurant2-Restaurant606,,
396,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address686,marietta,1215 powers ferry rd.
397,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address139,los angeles,301 n. beverly dr.
398,http://www.okkam.org/oaie/restaurant2-Category137,310/276-7605,hard rock cafe,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address137,http://www.okkam.org/oaie/restaurant2-restaurant237,,
399,,,steakhouses,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category635,,
400,http://www.okkam.org/oaie/restaurant2-Category694,404-627-9268,harold's barbecue,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address694,http://www.okkam.org/oaie/restaurant2-Restaurant694,,
401,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address433,las vegas,3570 las vegas blvd. s
402,http://www.okkam.org/oaie/restaurant2-Category441,702/384-4470,golden steer,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address441,http://www.okkam.org/oaie/restaurant2-Restaurant441,,
403,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category176,,
404,http://www.okkam.org/oaie/restaurant2-Category619,212-228-1212,kelley & ping,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address619,http://www.okkam.org/oaie/restaurant2-Restaurant619,,
405,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category470,,
406,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address699,atlanta,2970 cobb pkwy.
407,,,thai,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category648,,
408,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address446,las vegas,3400 las vegas blvd. s
409,http://www.okkam.org/oaie/restaurant2-Category454,415/567-5432,acquarello,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address454,http://www.okkam.org/oaie/restaurant2-Restaurant454,,
410,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address740,san francisco,1322 grant st.
411,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category189,,
412,http://www.okkam.org/oaie/restaurant2-Category201,212/724-5846,cafe la fortuna,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address201,http://www.okkam.org/oaie/restaurant2-Restaurant201,,
413,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category483,,
414,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address281,new york,4 w. 49th st.
415,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category230,,
416,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address459,san francisco,598 fourth st.
417,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category408,,
418,http://www.okkam.org/oaie/restaurant2-Category467,415/296-8555,cypress club,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address467,http://www.okkam.org/oaie/restaurant2-Restaurant467,,
419,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address206,new york,81 macdougal st.  between houston and bleeker sts.
420,,,cafeterias,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category702,,
421,http://www.okkam.org/oaie/restaurant2-Category214,212/697-9538,captain's table,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address214,http://www.okkam.org/oaie/restaurant2-Restaurant214,,
422,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address500,san francisco,1 market st.
423,,,seafood,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category496,,
424,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address294,new york,51 w. 64th st.
425,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category243,,
426,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address219,new york,60 w. 53rd st.
427,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address5,santa monica,2709 main st.
428,,,cafeterias,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category715,,
429,http://www.okkam.org/oaie/restaurant2-Category227,212/941-9024,diva,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address227,http://www.okkam.org/oaie/restaurant2-Restaurant227,,
430,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address513,san francisco,4
431,http://www.okkam.org/oaie/restaurant2-Category521,415/863-9335,thepin,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address521,http://www.okkam.org/oaie/restaurant2-Restaurant521,,
432,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category256,,
433,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category550,,
434,,,thai,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category728,,
435,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address526,san francisco,2257 chestnut st.
436,,,indian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category32,,
437,http://www.okkam.org/oaie/restaurant2-Category534,310-475-3585,apple pan  the,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address534,http://www.okkam.org/oaie/restaurant2-Restaurant534,,
438,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category269,,
439,,,southern/soul,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category563,,
440,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address361,new york,2420 broadway at 89th st.
441,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category310,,
442,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address539,los angeles,515 s. olive st.
443,http://www.okkam.org/oaie/restaurant2-Category31,212-288-0033,daniel,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address31,http://www.okkam.org/oaie/restaurant2-Restaurant31,,
444,,,seafood,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category45,,
445,http://www.okkam.org/oaie/restaurant2-Category547,213-480-8668,cassell's,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address547,http://www.okkam.org/oaie/restaurant2-Restaurant547,,
446,,,american (traditional),http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category9,,
447,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category576,,
448,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address30,new york city,2 harrison st.
449,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address374,new york,500 e. 30th st.
450,,,latin american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category323,,
451,http://www.okkam.org/oaie/restaurant2-Category382,404/262-7379,anthonys,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address382,http://www.okkam.org/oaie/restaurant2-Restaurant382,,
452,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address121,los angeles,207 s. beverly dr.
453,,,delis,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category58,,
454,http://www.okkam.org/oaie/restaurant2-Category44,212-752-2225,lutece,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address44,http://www.okkam.org/oaie/restaurant2-Restaurant44,,
455,http://www.okkam.org/oaie/restaurant2-Category307,212/807-1801,milan cafe and coffee bar,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address307,http://www.okkam.org/oaie/restaurant2-Restaurant307,,
456,,,diners,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category589,,
457,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address43,new york city,2 e. 55th st.
458,http://www.okkam.org/oaie/restaurant2-Category601,818-244-1937,zankou chicken,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address601,http://www.okkam.org/oaie/restaurant2-Restaurant601,,
459,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address681,atlanta,2911 s. pharr court
460,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address387,atlanta,7050 jimmy carter blvd.  norcross
461,,,continental,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category336,,
462,http://www.okkam.org/oaie/restaurant2-Category395,404/607-1622,fat matt's rib shack,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address395,http://www.okkam.org/oaie/restaurant2-Restaurant395,,
463,http://www.okkam.org/oaie/restaurant2-Category132,310/724-5959,eclipse,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address132,http://www.okkam.org/oaie/restaurant2-restaurant232,,
464,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address134,los angeles,1121 s. western ave.
465,,,middle eastern,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category630,,
466,http://www.okkam.org/oaie/restaurant2-Category57,212-265-5959,san domenico,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address57,http://www.okkam.org/oaie/restaurant2-Restaurant57,,
467,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category171,,
468,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address606,new york city,331 w. fourth st.
469,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address56,brooklyn,1 water st.
470,http://www.okkam.org/oaie/restaurant2-Category614,212-799-0243,gray's papaya,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address614,http://www.okkam.org/oaie/restaurant2-Restaurant614,,
471,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category349,,
472,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address147,los angeles,679 n. spring st.
473,http://www.okkam.org/oaie/restaurant2-Category145,310/659-6919,le dome,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address145,http://www.okkam.org/oaie/restaurant2-restaurant245,,
474,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address694,atlanta,171 mcdonough blvd.
475,,,japanese,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category643,,
476,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address441,las vegas,308 w. sahara ave.
477,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category184,,
478,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address619,new york city,127 greene st.
479,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address69,las vegas,3000 paradise rd.
480,http://www.okkam.org/oaie/restaurant2-Category627,212-247-1585,menchanko-tei,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address627,http://www.okkam.org/oaie/restaurant2-Restaurant627,,
481,http://www.okkam.org/oaie/restaurant2-Category158,310/274-7427,rj's the rib joint,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address158,http://www.okkam.org/oaie/restaurant2-restaurant258,,
482,,,french (classic),http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category656,,
483,,,californian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category109,,
484,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address454,san francisco,1722 sacramento st.
485,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category403,,
486,http://www.okkam.org/oaie/restaurant2-Category462,415/776-1506,cafe marimba,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address462,http://www.okkam.org/oaie/restaurant2-Restaurant462,,
487,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address201,new york,69 w. 71st st.
488,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category197,,
489,,,french,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category491,,
490,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category669,,
491,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address467,san francisco,500 jackson st.
492,,,asian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category416,,
493,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address214,new york,860 2nd ave. at 46th st.
494,http://www.okkam.org/oaie/restaurant2-Category475,415/781-8833,harbor village,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address475,http://www.okkam.org/oaie/restaurant2-Restaurant475,,
495,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address0,los angeles,435 s. la cienega blvd.
496,,,vegetarian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category710,,
497,http://www.okkam.org/oaie/restaurant2-Category222,212/421-0334,columbus bakery,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address222,http://www.okkam.org/oaie/restaurant2-Restaurant222,,
498,,,italian,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category251,,
499,,,continental,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category429,,
500,http://www.okkam.org/oaie/restaurant2-Category488,415/397-7720,kuleto's,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address488,http://www.okkam.org/oaie/restaurant2-Restaurant488,,
501,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address227,new york,341 w. broadway  near grand st.
502,,,continental,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category723,,
503,http://www.okkam.org/oaie/restaurant2-Category235,212/744-3266,evergreen cafe,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address235,http://www.okkam.org/oaie/restaurant2-Restaurant235,,
504,,,,http://www.okkam.org/ontology_restaurant2.owl#Address,,http://www.okkam.org/oaie/restaurant2-Address521,san francisco,298 gough st.
505,,,american,http://www.okkam.org/ontology_restaurant2.owl#Category,,http://www.okkam.org/oaie/restaurant2-Category264,,
506,http://www.okkam.org/oaie/restaurant2-Category707,404-352-9009,nuevo laredo cantina,http://www.okkam.org/ontology_restaurant2.owl#Restaurant,http://www.okkam.org/oaie/restaurant2-Address707,http://www.okkam.org/oaie/restaurant2-Restaurant707,,
