id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.okkam.org/ontology_restaurant1.owl#name,entityUrl,http://www.okkam.org/ontology_restaurant1.owl#phone_number,http://www.okkam.org/ontology_restaurant1.owl#has_address,http://www.okkam.org/ontology_restaurant1.owl#category,http://www.okkam.org/ontology_restaurant1.owl#is_in_city,http://www.okkam.org/ontology_restaurant1.owl#street
163,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address68,,,,http://www.okkam.org/oaie/restaurant1-City68,3799 las vegas blvd. s
164,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,yujean kang's gourmet chinese cuisine,http://www.okkam.org/oaie/restaurant1-Restaurant22,818/585-0855,http://www.okkam.org/oaie/restaurant1-Address22,asian,,
165,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address38,,,,http://www.okkam.org/oaie/restaurant1-City38,160 e. 64th st.
166,http://www.okkam.org/ontology_restaurant1.owl#City,atlanta,http://www.okkam.org/oaie/restaurant1-City74,,,,,
167,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,alain rondelli,http://www.okkam.org/oaie/restaurant1-Restaurant94,415/387-0408,http://www.okkam.org/oaie/restaurant1-Address94,french,,
168,http://www.okkam.org/ontology_restaurant1.owl#City,sherman oaks,http://www.okkam.org/oaie/restaurant1-City3,,,,,
169,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address110,,,,http://www.okkam.org/oaie/restaurant1-City110,600 stockton st.
170,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City44,,,,,
171,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,uncle nick's,http://www.okkam.org/oaie/restaurant1-Restaurant64,212/315-1726,http://www.okkam.org/oaie/restaurant1-Address64,mediterranean,,
172,http://www.okkam.org/ontology_restaurant1.owl#City,beverly hills,http://www.okkam.org/oaie/restaurant1-City14,,,,,
173,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,four seasons grill room,http://www.okkam.org/oaie/restaurant1-Restaurant34,212/754-9494,http://www.okkam.org/oaie/restaurant1-Address34,american,,
174,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,mifune japan center  kintetsu building,http://www.okkam.org/oaie/restaurant1-Restaurant107,415/922-0337,http://www.okkam.org/oaie/restaurant1-Address107,asian,,
175,http://www.okkam.org/ontology_restaurant1.owl#City,atlanta,http://www.okkam.org/oaie/restaurant1-City86,,,,,
176,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address81,,,,http://www.okkam.org/oaie/restaurant1-City81,2290 peachtree rd.  peachtree square shopping center
177,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City109,,,,,
178,http://www.okkam.org/ontology_restaurant1.owl#City,brooklyn,http://www.okkam.org/oaie/restaurant1-City56,,,,,
179,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,bone's,http://www.okkam.org/oaie/restaurant1-Restaurant76,404/237-2663,http://www.okkam.org/oaie/restaurant1-Address76,american,,
180,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address3,,,,http://www.okkam.org/oaie/restaurant1-City3,14016 ventura blvd.
181,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address51,,,,http://www.okkam.org/oaie/restaurant1-City51,100 e. 63rd st.
182,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City26,,,,,
183,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,march,http://www.okkam.org/oaie/restaurant1-Restaurant46,212/754-6272,http://www.okkam.org/oaie/restaurant1-Address46,american,,
184,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address21,,,,http://www.okkam.org/oaie/restaurant1-City21,3115 pico blvd.
185,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City110,,,,,
186,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City98,,,,,
187,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,patina,http://www.okkam.org/oaie/restaurant1-Restaurant16,213/467-1108,http://www.okkam.org/oaie/restaurant1-Address16,californian,,
188,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address93,,,,http://www.okkam.org/oaie/restaurant1-City93,41 14th st.
189,http://www.okkam.org/ontology_restaurant1.owl#City,las vegas,http://www.okkam.org/oaie/restaurant1-City68,,,,,
190,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,pano's and paul's,http://www.okkam.org/oaie/restaurant1-Restaurant88,404/261-3662,http://www.okkam.org/oaie/restaurant1-Address88,international,,
191,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address104,,,,http://www.okkam.org/oaie/restaurant1-City104,2316 polk st.
192,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address63,,,,http://www.okkam.org/oaie/restaurant1-City63,in central park at 67th st.
193,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City38,,,,,
194,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,second avenue deli,http://www.okkam.org/oaie/restaurant1-Restaurant58,212/677-0606,http://www.okkam.org/oaie/restaurant1-Address58,delicatessen,,
195,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address33,,,,http://www.okkam.org/oaie/restaurant1-City33,243 e. 58th st.
196,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,carmine's,http://www.okkam.org/oaie/restaurant1-Restaurant28,212/362-2200,http://www.okkam.org/oaie/restaurant1-Address28,italian,,
197,http://www.okkam.org/ontology_restaurant1.owl#City,los angeles,http://www.okkam.org/oaie/restaurant1-City9,,,,,
198,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address75,,,,http://www.okkam.org/oaie/restaurant1-City75,3125 piedmont rd.  near peachtree rd.
199,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address45,,,,http://www.okkam.org/oaie/restaurant1-City45,57 w. 58th st.
200,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,hawthorne lane,http://www.okkam.org/oaie/restaurant1-Restaurant102,415/777-9779,http://www.okkam.org/oaie/restaurant1-Address102,american,,
201,http://www.okkam.org/ontology_restaurant1.owl#City,atlanta,http://www.okkam.org/oaie/restaurant1-City81,,,,,
202,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address15,,,,http://www.okkam.org/oaie/restaurant1-City15,9001 santa monica blvd.
203,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City104,,,,,
204,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City51,,,,,
205,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,second street grille,http://www.okkam.org/oaie/restaurant1-Restaurant71,702/385-3232,http://www.okkam.org/oaie/restaurant1-Address71,seafood,,
206,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address87,,,,http://www.okkam.org/oaie/restaurant1-City87,255 courtland st.  at harris st.
207,http://www.okkam.org/ontology_restaurant1.owl#City,santa monica,http://www.okkam.org/oaie/restaurant1-City21,,,,,
208,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,le bernardin,http://www.okkam.org/oaie/restaurant1-Restaurant41,212/489-1515,http://www.okkam.org/oaie/restaurant1-Address41,french,,
209,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address9,,,,http://www.okkam.org/oaie/restaurant1-City9,9560 dayton way
210,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address57,,,,http://www.okkam.org/oaie/restaurant1-City57,240 central park s
211,http://www.okkam.org/ontology_restaurant1.owl#City,atlanta,http://www.okkam.org/oaie/restaurant1-City93,,,,,
212,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,l'orangerie,http://www.okkam.org/oaie/restaurant1-Restaurant11,310/652-9770,http://www.okkam.org/oaie/restaurant1-Address11,french,,
213,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address27,,,,http://www.okkam.org/oaie/restaurant1-City27,1 w. 67th st.
214,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City63,,,,,
215,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,heera of india,http://www.okkam.org/oaie/restaurant1-Restaurant83,404/876-4408,http://www.okkam.org/oaie/restaurant1-Address83,asian,,
216,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,chinois on main,http://www.okkam.org/oaie/restaurant1-Restaurant5,310/392-9025,http://www.okkam.org/oaie/restaurant1-Address5,french,,
217,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address99,,,,http://www.okkam.org/oaie/restaurant1-City99,804 northpoint
218,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City33,,,,,
219,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,picholine,http://www.okkam.org/oaie/restaurant1-Restaurant53,212/724-8585,http://www.okkam.org/oaie/restaurant1-Address53,mediterranean,,
220,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address69,,,,http://www.okkam.org/oaie/restaurant1-City69,3000 w. paradise rd.
221,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,21 club,http://www.okkam.org/oaie/restaurant1-Restaurant23,212/582-7200,http://www.okkam.org/oaie/restaurant1-Address23,american,,
222,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address39,,,,http://www.okkam.org/oaie/restaurant1-City39,33 w. 55th st.
223,http://www.okkam.org/ontology_restaurant1.owl#City,atlanta,http://www.okkam.org/oaie/restaurant1-City75,,,,,
224,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,aqua,http://www.okkam.org/oaie/restaurant1-Restaurant95,415/956-9662,http://www.okkam.org/oaie/restaurant1-Address95,seafood,,
225,http://www.okkam.org/ontology_restaurant1.owl#City,los angeles,http://www.okkam.org/oaie/restaurant1-City4,,,,,
226,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address111,,,,http://www.okkam.org/oaie/restaurant1-City111,532 columbus ave.
227,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address70,,,,http://www.okkam.org/oaie/restaurant1-City70,3570 las vegas blvd. s
228,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City45,,,,,
229,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,union square cafe,http://www.okkam.org/oaie/restaurant1-Restaurant65,212/243-4020,http://www.okkam.org/oaie/restaurant1-Address65,american,,
230,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address40,,,,http://www.okkam.org/oaie/restaurant1-City40,60 w. 55th st.  between 5th and 6th ave.
231,http://www.okkam.org/ontology_restaurant1.owl#City,los angeles,http://www.okkam.org/oaie/restaurant1-City15,,,,,
232,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,gotham bar & grill,http://www.okkam.org/oaie/restaurant1-Restaurant35,212/620-4020,http://www.okkam.org/oaie/restaurant1-Address35,american,,
233,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address10,,,,http://www.okkam.org/oaie/restaurant1-City10,1972 n. hillhurst ave.
234,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,plumpjack cafe,http://www.okkam.org/oaie/restaurant1-Restaurant108,415/563-4755,http://www.okkam.org/oaie/restaurant1-Address108,mediterranean,,
235,http://www.okkam.org/ontology_restaurant1.owl#City,atlanta,http://www.okkam.org/oaie/restaurant1-City87,,,,,
236,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address82,,,,http://www.okkam.org/oaie/restaurant1-City82,490 e. paces ferry rd.
237,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City57,,,,,
238,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,brasserie le coze,http://www.okkam.org/oaie/restaurant1-Restaurant77,404/266-1440,http://www.okkam.org/oaie/restaurant1-Address77,french,,
239,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address4,,,,http://www.okkam.org/oaie/restaurant1-City4,624 s. la brea ave.
240,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address52,,,,http://www.okkam.org/oaie/restaurant1-City52,182 w. 58th st.
241,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City27,,,,,
242,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,mesa grill,http://www.okkam.org/oaie/restaurant1-Restaurant47,212/807-7400,http://www.okkam.org/oaie/restaurant1-Address47,american,,
243,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address22,,,,http://www.okkam.org/oaie/restaurant1-City22,67 n. raymond ave.
244,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City111,,,,,
245,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City99,,,,,
246,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,philippe's the original,http://www.okkam.org/oaie/restaurant1-Restaurant17,213/628-3781,http://www.okkam.org/oaie/restaurant1-Address17,american,,
247,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,arnie morton's of chicago,http://www.okkam.org/oaie/restaurant1-Restaurant0,310/246-1501,http://www.okkam.org/oaie/restaurant1-Address0,american,,
248,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address94,,,,http://www.okkam.org/oaie/restaurant1-City94,126 clement st.
249,http://www.okkam.org/ontology_restaurant1.owl#City,las vegas,http://www.okkam.org/oaie/restaurant1-City69,,,,,
250,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,cafe  ritz-carlton  buckhead,http://www.okkam.org/oaie/restaurant1-Restaurant89,404/237-2700,http://www.okkam.org/oaie/restaurant1-Address89,ext 6108 international,,
251,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address105,,,,http://www.okkam.org/oaie/restaurant1-City105,816 folsom st.
252,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address64,,,,http://www.okkam.org/oaie/restaurant1-City64,747 9th ave.  between 50th and 51st sts.
253,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City39,,,,,
254,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,seryna,http://www.okkam.org/oaie/restaurant1-Restaurant59,212/980-9393,http://www.okkam.org/oaie/restaurant1-Address59,asian,,
255,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address34,,,,http://www.okkam.org/oaie/restaurant1-City34,99 e. 52nd st.
256,http://www.okkam.org/ontology_restaurant1.owl#City,las vegas,http://www.okkam.org/oaie/restaurant1-City70,,,,,
257,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,carnegie deli,http://www.okkam.org/oaie/restaurant1-Restaurant29,212/757-2245,http://www.okkam.org/oaie/restaurant1-Address29,delicatessen,,
258,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,dining room  ritz-carlton  buckhead,http://www.okkam.org/oaie/restaurant1-Restaurant90,404/237-2700,http://www.okkam.org/oaie/restaurant1-Address90,international,,
259,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City40,,,,,
260,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,shun lee west,http://www.okkam.org/oaie/restaurant1-Restaurant60,212/371-8844,http://www.okkam.org/oaie/restaurant1-Address60,asian,,
261,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address76,,,,http://www.okkam.org/oaie/restaurant1-City76,3130 piedmont road
262,http://www.okkam.org/ontology_restaurant1.owl#City,los angeles,http://www.okkam.org/oaie/restaurant1-City10,,,,,
263,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,chanterelle,http://www.okkam.org/oaie/restaurant1-Restaurant30,212/966-6960,http://www.okkam.org/oaie/restaurant1-Address30,american,,
264,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address46,,,,http://www.okkam.org/oaie/restaurant1-City46,405 e. 58th st.
265,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,khan toke thai house,http://www.okkam.org/oaie/restaurant1-Restaurant103,415/668-6654,http://www.okkam.org/oaie/restaurant1-Address103,asian,,
266,http://www.okkam.org/ontology_restaurant1.owl#City,atlanta,http://www.okkam.org/oaie/restaurant1-City82,,,,,
267,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address16,,,,http://www.okkam.org/oaie/restaurant1-City16,5955 melrose ave.
268,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City105,,,,,
269,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City52,,,,,
270,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,steak house,http://www.okkam.org/oaie/restaurant1-Restaurant72,702/734-0410,http://www.okkam.org/oaie/restaurant1-Address72,steak houses,,
271,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address88,,,,http://www.okkam.org/oaie/restaurant1-City88,1232 w. paces ferry rd.
272,http://www.okkam.org/ontology_restaurant1.owl#City,los angeles,http://www.okkam.org/oaie/restaurant1-City22,,,,,
273,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,les celebrites,http://www.okkam.org/oaie/restaurant1-Restaurant42,212/484-5113,http://www.okkam.org/oaie/restaurant1-Address42,french,,
274,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address58,,,,http://www.okkam.org/oaie/restaurant1-City58,156 2nd ave. at 10th st.
275,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,le chardonnay,http://www.okkam.org/oaie/restaurant1-Restaurant12,213/655-8880,http://www.okkam.org/oaie/restaurant1-Address12,french,,
276,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City94,,,,,
277,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address28,,,,http://www.okkam.org/oaie/restaurant1-City28,2450 broadway  between 90th and 91st sts.
278,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City64,,,,,
279,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,indigo coastal grill,http://www.okkam.org/oaie/restaurant1-Restaurant84,404/876-0676,http://www.okkam.org/oaie/restaurant1-Address84,caribbean,,
280,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,citrus,http://www.okkam.org/oaie/restaurant1-Restaurant6,213/857-0034,http://www.okkam.org/oaie/restaurant1-Address6,californian,,
281,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address100,,,,http://www.okkam.org/oaie/restaurant1-City100,777 sutter st.
282,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City34,,,,,
283,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,pisces,http://www.okkam.org/oaie/restaurant1-Restaurant54,212/260-6660,http://www.okkam.org/oaie/restaurant1-Address54,seafood,,
284,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,aquavit,http://www.okkam.org/oaie/restaurant1-Restaurant24,212/307-7311,http://www.okkam.org/oaie/restaurant1-Address24,continental,,
285,http://www.okkam.org/ontology_restaurant1.owl#City,atlanta,http://www.okkam.org/oaie/restaurant1-City76,,,,,
286,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,boulevard,http://www.okkam.org/oaie/restaurant1-Restaurant96,415/543-6084,http://www.okkam.org/oaie/restaurant1-Address96,american,,
287,http://www.okkam.org/ontology_restaurant1.owl#City,santa monica,http://www.okkam.org/oaie/restaurant1-City5,,,,,
288,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address71,,,,http://www.okkam.org/oaie/restaurant1-City71,200 e. fremont st.
289,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address112,,,,http://www.okkam.org/oaie/restaurant1-City112,2930 beverly glen circle
290,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City46,,,,,
291,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,virgil's,http://www.okkam.org/oaie/restaurant1-Restaurant66,212/ 921-9494,http://www.okkam.org/oaie/restaurant1-Address66,american,,
292,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address41,,,,http://www.okkam.org/oaie/restaurant1-City41,155 w. 51st st.
293,http://www.okkam.org/ontology_restaurant1.owl#City,los angeles,http://www.okkam.org/oaie/restaurant1-City16,,,,,
294,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,gramercy tavern,http://www.okkam.org/oaie/restaurant1-Restaurant36,212/477-0777,http://www.okkam.org/oaie/restaurant1-Address36,american,,
295,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address11,,,,http://www.okkam.org/oaie/restaurant1-City11,903 n. la cienega blvd.
296,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City100,,,,,
297,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,postrio,http://www.okkam.org/oaie/restaurant1-Restaurant109,415/776-7825,http://www.okkam.org/oaie/restaurant1-Address109,american,,
298,http://www.okkam.org/ontology_restaurant1.owl#City,atlanta,http://www.okkam.org/oaie/restaurant1-City88,,,,,
299,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address83,,,,http://www.okkam.org/oaie/restaurant1-City83,595 piedmont ave.  rio shopping mall
300,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City58,,,,,
301,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,buckhead diner,http://www.okkam.org/oaie/restaurant1-Restaurant78,404/262-3336,http://www.okkam.org/oaie/restaurant1-Address78,american,,
302,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address5,,,,http://www.okkam.org/oaie/restaurant1-City5,2709 main st.
303,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address53,,,,http://www.okkam.org/oaie/restaurant1-City53,35 w. 64th st.
304,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City28,,,,,
305,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,ritz-carlton restaurant and dining room,http://www.okkam.org/oaie/restaurant1-Restaurant110,415/296-7465,http://www.okkam.org/oaie/restaurant1-Address110,american,,
306,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,mi cocina,http://www.okkam.org/oaie/restaurant1-Restaurant48,212/627-8273,http://www.okkam.org/oaie/restaurant1-Address48,mexican,,
307,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address23,,,,http://www.okkam.org/oaie/restaurant1-City23,21 w. 52nd st.
308,http://www.okkam.org/ontology_restaurant1.owl#City,los angeles,http://www.okkam.org/oaie/restaurant1-City112,,,,,
309,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,pinot bistro,http://www.okkam.org/oaie/restaurant1-Restaurant18,818/990-0500,http://www.okkam.org/oaie/restaurant1-Address18,french,,
310,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,art's delicatessen,http://www.okkam.org/oaie/restaurant1-Restaurant1,818/762-1221,http://www.okkam.org/oaie/restaurant1-Address1,american,,
311,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address95,,,,http://www.okkam.org/oaie/restaurant1-City95,252 california st.
312,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address106,,,,http://www.okkam.org/oaie/restaurant1-City106,648 bush st.
313,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address65,,,,http://www.okkam.org/oaie/restaurant1-City65,21 e. 16th st.
314,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address35,,,,http://www.okkam.org/oaie/restaurant1-City35,12 e. 12th st.
315,http://www.okkam.org/ontology_restaurant1.owl#City,las vegas,http://www.okkam.org/oaie/restaurant1-City71,,,,,
316,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,restaurant  ritz-carlton  atlanta,http://www.okkam.org/oaie/restaurant1-Restaurant91,404/659-0400,http://www.okkam.org/oaie/restaurant1-Address91,continental,,
317,http://www.okkam.org/ontology_restaurant1.owl#City,los angeles,http://www.okkam.org/oaie/restaurant1-City0,,,,,
318,http://www.okkam.org/ontology_restaurant1.owl#City,new york,http://www.okkam.org/oaie/restaurant1-City41,,,,,
319,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,sign of the dove,http://www.okkam.org/oaie/restaurant1-Restaurant61,212/861-8080,http://www.okkam.org/oaie/restaurant1-Address61,american,,
320,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address77,,,,http://www.okkam.org/oaie/restaurant1-City77,3393 peachtree rd.  lenox square mall  near neiman marcus
321,http://www.okkam.org/ontology_restaurant1.owl#City,los angeles,http://www.okkam.org/oaie/restaurant1-City11,,,,,
322,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,daniel,http://www.okkam.org/oaie/restaurant1-Restaurant31,212/288-0033,http://www.okkam.org/oaie/restaurant1-Address31,french,,
323,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address47,,,,http://www.okkam.org/oaie/restaurant1-City47,102 5th ave.  between 15th and 16th sts.
324,http://www.okkam.org/ontology_restaurant1.owl#Restaurant,la folie,http://www.okkam.org/oaie/restaurant1-Restaurant104,415/776-5577,http://www.okkam.org/oaie/restaurant1-Address104,french,,
325,http://www.okkam.org/ontology_restaurant1.owl#City,atlanta,http://www.okkam.org/oaie/restaurant1-City83,,,,,
326,http://www.okkam.org/ontology_restaurant1.owl#Address,,http://www.okkam.org/oaie/restaurant1-Address17,,,,http://www.okkam.org/oaie/restaurant1-City17,1001 n. alameda st.
327,http://www.okkam.org/ontology_restaurant1.owl#City,san francisco,http://www.okkam.org/oaie/restaurant1-City106,,,,,
